id,participant_id,response_time,correct,trial_number,stimuli_number,response,task,color,attention,time_when
609,66293da691cec8862619b1dc,800,1,61,barchart-second-26-double-shortest-13,left,shortest,double,single,2026-03-17 21:01:21.6390000
610,69a0bb89f987f916982bb7e0,2955,1,3,barchart-first-21-random-shortest-3,left,shortest,random,single,2026-03-17 21:01:19.6730000
611,66293da691cec8862619b1dc,1139,1,62,barchart-second-19-random-shortest-14,left,shortest,random,single,2026-03-17 21:01:23.3930000
612,66293da691cec8862619b1dc,1723,1,63,barchart-second-03-random-shortest-15,right,shortest,random,single,2026-03-17 21:01:25.7350000
613,69a0bb89f987f916982bb7e0,4143,1,4,barchart-first-04-random-shortest-4,right,shortest,random,single,2026-03-17 21:01:24.3940000
614,66293da691cec8862619b1dc,1253,1,64,barchart-second-04-random-shortest-16,right,shortest,random,single,2026-03-17 21:01:27.7230000
615,69a0bb89f987f916982bb7e0,3733,1,5,barchart-first-19-double-shortest-5,left,shortest,double,single,2026-03-17 21:01:28.7160000
616,66293da691cec8862619b1dc,2656,1,65,barchart-second-31-random-shortest-17,right,shortest,random,single,2026-03-17 21:01:31.0710000
617,66293da691cec8862619b1dc,1839,1,66,barchart-second-28-same-shortest-18,right,shortest,same,single,2026-03-17 21:01:33.5330000
618,69a0bb89f987f916982bb7e0,3617,1,6,barchart-first-01-random-shortest-6,right,shortest,random,single,2026-03-17 21:01:32.9160000
619,66293da691cec8862619b1dc,1753,1,67,barchart-second-30-double-shortest-19,left,shortest,double,single,2026-03-17 21:01:35.9030000
620,66293da691cec8862619b1dc,928,1,68,barchart-second-18-double-shortest-20,right,shortest,double,single,2026-03-17 21:01:37.5350000
621,69a0bb89f987f916982bb7e0,3524,1,7,barchart-first-14-double-shortest-7,left,shortest,double,single,2026-03-17 21:01:37.1230000
622,66293da691cec8862619b1dc,2526,0,69,barchart-second-14-random-shortest-21,right,shortest,random,single,2026-03-17 21:01:40.7730000
623,69a0bb89f987f916982bb7e0,2455,1,8,barchart-first-23-same-shortest-8,right,shortest,same,single,2026-03-17 21:01:40.1670000
624,66293da691cec8862619b1dc,1966,1,70,barchart-second-27-random-shortest-22,right,shortest,random,single,2026-03-17 21:01:44.4060000
625,69a0bb89f987f916982bb7e0,2938,1,9,barchart-first-22-double-shortest-9,right,shortest,double,single,2026-03-17 21:01:43.6890000
626,66293da691cec8862619b1dc,1460,1,71,barchart-second-20-random-shortest-23,right,shortest,random,single,2026-03-17 21:01:46.5680000
627,69a0bb89f987f916982bb7e0,3980,1,10,barchart-first-17-same-shortest-10,right,shortest,same,single,2026-03-17 21:01:48.2620000
628,69a0bb89f987f916982bb7e0,2442,1,11,barchart-first-10-double-shortest-11,left,shortest,double,single,2026-03-17 21:01:51.2790000
629,69a0bb89f987f916982bb7e0,2695,1,12,barchart-first-27-same-shortest-12,right,shortest,same,single,2026-03-17 21:01:54.5710000
630,66293da691cec8862619b1dc,1813,1,72,barchart-second-28-random-shortest-24,right,shortest,random,single,2026-03-17 21:01:58.9020000
631,69a0bb89f987f916982bb7e0,2436,1,13,barchart-first-11-double-shortest-13,right,shortest,double,single,2026-03-17 21:01:57.5780000
632,66293da691cec8862619b1dc,2127,1,73,barchart-second-07-random-shortest-25,left,shortest,random,single,2026-03-17 21:02:01.6740000
633,69a0bb89f987f916982bb7e0,2699,1,14,barchart-first-07-double-shortest-14,left,shortest,double,single,2026-03-17 21:02:00.8670000
634,66293da691cec8862619b1dc,1061,1,74,barchart-second-21-same-shortest-26,left,shortest,same,single,2026-03-17 21:02:03.3720000
635,69a0bb89f987f916982bb7e0,2202,1,15,barchart-first-04-double-shortest-15,right,shortest,double,single,2026-03-17 21:02:03.6530000
636,66293da691cec8862619b1dc,1908,1,75,barchart-second-06-double-shortest-27,left,shortest,double,single,2026-03-17 21:02:05.9600000
637,66293da691cec8862619b1dc,1423,1,76,barchart-second-16-same-shortest-28,right,shortest,same,single,2026-03-17 21:02:08.0350000
638,69a0bb89f987f916982bb7e0,2843,1,16,barchart-first-14-random-shortest-16,left,shortest,random,single,2026-03-17 21:02:07.1040000
639,66293da691cec8862619b1dc,1209,1,77,barchart-second-25-double-shortest-29,right,shortest,double,single,2026-03-17 21:02:09.8680000
640,66293da691cec8862619b1dc,1117,1,78,barchart-second-06-same-shortest-30,left,shortest,same,single,2026-03-17 21:02:11.6200000
641,69a0bb89f987f916982bb7e0,2500,1,17,barchart-first-20-same-shortest-17,right,shortest,same,single,2026-03-17 21:02:10.1220000
642,66293da691cec8862619b1dc,1776,1,79,barchart-second-09-random-shortest-31,left,shortest,random,single,2026-03-17 21:02:14.1220000
643,69a0bb89f987f916982bb7e0,2387,1,18,barchart-first-16-same-shortest-18,right,shortest,same,single,2026-03-17 21:02:13.0950000
644,66293da691cec8862619b1dc,1520,1,80,barchart-second-23-double-shortest-32,right,shortest,double,single,2026-03-17 21:02:16.3230000
645,69a0bb89f987f916982bb7e0,2056,1,19,barchart-first-27-double-shortest-19,right,shortest,double,single,2026-03-17 21:02:15.7390000
646,66293da691cec8862619b1dc,1284,1,81,barchart-second-29-same-shortest-33,left,shortest,same,single,2026-03-17 21:02:18.3400000
647,66293da691cec8862619b1dc,1049,1,82,barchart-second-10-double-shortest-34,left,shortest,double,single,2026-03-17 21:02:20.0480000
648,69a0bb89f987f916982bb7e0,2143,1,20,barchart-first-29-same-shortest-20,left,shortest,same,single,2026-03-17 21:02:18.4850000
649,66293da691cec8862619b1dc,1557,1,83,barchart-second-02-random-shortest-35,right,shortest,random,single,2026-03-17 21:02:22.3010000
650,69a0bb89f987f916982bb7e0,1586,1,21,barchart-first-26-same-shortest-21,left,shortest,same,single,2026-03-17 21:02:20.6520000
651,66293da691cec8862619b1dc,1196,1,84,barchart-second-13-random-shortest-36,left,shortest,random,single,2026-03-17 21:02:24.1140000
652,69a0bb89f987f916982bb7e0,1881,1,22,barchart-first-26-random-shortest-22,left,shortest,random,single,2026-03-17 21:02:23.1100000
653,66293da691cec8862619b1dc,1103,1,85,barchart-second-08-double-shortest-37,left,shortest,double,single,2026-03-17 21:02:25.8400000
654,69a0bb89f987f916982bb7e0,1831,1,23,barchart-first-20-double-shortest-23,right,shortest,double,single,2026-03-17 21:02:25.5360000
655,66293da691cec8862619b1dc,1150,1,86,barchart-second-30-random-shortest-38,left,shortest,random,single,2026-03-17 21:02:27.6320000
656,66293da691cec8862619b1dc,1305,1,87,barchart-second-12-same-shortest-39,left,shortest,same,single,2026-03-17 21:02:29.6250000
657,66293da691cec8862619b1dc,1510,1,88,barchart-second-01-double-shortest-40,right,shortest,double,single,2026-03-17 21:02:31.7770000
658,66293da691cec8862619b1dc,1230,1,89,barchart-second-13-same-shortest-41,left,shortest,same,single,2026-03-17 21:02:33.6470000
659,66293da691cec8862619b1dc,2029,1,90,barchart-second-22-double-shortest-42,right,shortest,double,single,2026-03-17 21:02:36.2890000
660,66293da691cec8862619b1dc,1167,1,91,barchart-second-09-double-shortest-43,left,shortest,double,single,2026-03-17 21:02:38.0900000
661,66293da691cec8862619b1dc,2132,1,92,barchart-second-24-random-shortest-44,left,shortest,random,single,2026-03-17 21:02:40.8980000
662,66293da691cec8862619b1dc,1344,1,93,barchart-second-25-same-shortest-45,right,shortest,same,single,2026-03-17 21:02:42.8750000
663,66293da691cec8862619b1dc,1393,1,94,barchart-second-08-same-shortest-46,left,shortest,same,single,2026-03-17 21:02:44.9720000
664,66293da691cec8862619b1dc,1001,1,95,barchart-second-23-same-shortest-47,right,shortest,same,single,2026-03-17 21:02:46.6260000
665,69a0bb89f987f916982bb7e0,5173,1,24,barchart-first-07-same-shortest-24,left,shortest,same,single,2026-03-17 21:02:45.6400000
666,69a0bb89f987f916982bb7e0,3081,1,25,barchart-first-16-random-shortest-25,right,shortest,random,single,2026-03-17 21:02:49.3070000
667,69a0bb89f987f916982bb7e0,1547,1,26,barchart-first-25-same-shortest-26,right,shortest,same,single,2026-03-17 21:02:51.4530000
668,69a0bb89f987f916982bb7e0,1629,1,27,barchart-first-26-double-shortest-27,left,shortest,double,single,2026-03-17 21:02:53.6810000
669,69a0bb89f987f916982bb7e0,2033,1,28,barchart-first-06-same-shortest-28,left,shortest,same,single,2026-03-17 21:02:56.3030000
670,69a0bb89f987f916982bb7e0,1512,1,29,barchart-first-24-double-shortest-29,left,shortest,double,single,2026-03-17 21:02:58.4150000
671,69a0bb89f987f916982bb7e0,2619,1,30,barchart-first-22-random-shortest-30,right,shortest,random,single,2026-03-17 21:03:01.6430000
672,69a0bb89f987f916982bb7e0,1496,1,31,barchart-first-00-random-shortest-31,left,shortest,random,single,2026-03-17 21:03:03.7250000
673,69a0bb89f987f916982bb7e0,980,1,32,barchart-first-05-same-shortest-32,left,shortest,same,single,2026-03-17 21:03:05.3340000
674,69a0bb89f987f916982bb7e0,1594,1,33,barchart-first-07-random-shortest-33,left,shortest,random,single,2026-03-17 21:03:07.5020000
675,69a0bb89f987f916982bb7e0,1706,1,34,barchart-first-27-random-shortest-34,right,shortest,random,single,2026-03-17 21:03:09.8130000
676,69a0bb89f987f916982bb7e0,1168,1,35,barchart-first-04-same-shortest-35,right,shortest,same,single,2026-03-17 21:03:11.5630000
677,69a0bb89f987f916982bb7e0,1192,1,36,barchart-first-03-same-shortest-36,right,shortest,same,single,2026-03-17 21:03:13.3550000
678,69a0bb89f987f916982bb7e0,2261,1,37,barchart-first-24-random-shortest-37,left,shortest,random,single,2026-03-17 21:03:16.2110000
679,69a0bb89f987f916982bb7e0,2385,1,38,barchart-first-28-double-shortest-38,right,shortest,double,single,2026-03-17 21:03:19.1810000
680,69a0bb89f987f916982bb7e0,1903,1,39,barchart-first-12-random-shortest-39,left,shortest,random,single,2026-03-17 21:03:22.0100000
681,69a0bb89f987f916982bb7e0,1222,1,40,barchart-first-12-double-shortest-40,left,shortest,double,single,2026-03-17 21:03:23.8380000
682,69a0bb89f987f916982bb7e0,2148,1,41,barchart-first-24-same-shortest-41,left,shortest,same,single,2026-03-17 21:03:26.5820000
683,69a0bb89f987f916982bb7e0,1920,1,42,barchart-first-15-random-shortest-42,right,shortest,random,single,2026-03-17 21:03:29.0890000
684,69a0bb89f987f916982bb7e0,1531,1,43,barchart-first-13-double-shortest-43,left,shortest,double,single,2026-03-17 21:03:31.2100000
685,69a0bb89f987f916982bb7e0,1461,1,44,barchart-first-11-random-shortest-44,right,shortest,random,single,2026-03-17 21:03:33.2700000
686,69a0bb89f987f916982bb7e0,1270,1,45,barchart-first-01-double-shortest-45,right,shortest,double,single,2026-03-17 21:03:35.1340000
687,69a0bb89f987f916982bb7e0,1286,1,46,barchart-first-02-double-shortest-46,right,shortest,double,single,2026-03-17 21:03:37.0070000
688,69a0bb89f987f916982bb7e0,1370,1,47,barchart-first-28-random-shortest-47,right,shortest,random,single,2026-03-17 21:03:38.9730000
689,69a0bb89f987f916982bb7e0,1918,1,48,barchart-second-08-same-tallest-0,left,tallest,same,single,2026-03-17 21:04:00.7910000
690,69a0bb89f987f916982bb7e0,1148,1,49,barchart-second-18-double-tallest-1,left,tallest,double,single,2026-03-17 21:04:02.5180000
691,69a0bb89f987f916982bb7e0,1565,1,50,barchart-second-00-double-tallest-2,right,tallest,double,single,2026-03-17 21:04:04.6940000
692,69a0bb89f987f916982bb7e0,1922,1,51,barchart-second-23-random-tallest-3,right,tallest,random,single,2026-03-17 21:04:07.2020000
693,69a0bb89f987f916982bb7e0,1487,1,52,barchart-second-08-random-tallest-4,left,tallest,random,single,2026-03-17 21:04:09.2790000
694,69a0bb89f987f916982bb7e0,1107,1,53,barchart-second-11-same-tallest-5,left,tallest,same,single,2026-03-17 21:04:10.9850000
695,69a0bb89f987f916982bb7e0,1130,1,54,barchart-second-06-random-tallest-6,right,tallest,random,single,2026-03-17 21:04:12.7070000
696,69a0bb89f987f916982bb7e0,1449,1,55,barchart-second-01-same-tallest-7,left,tallest,same,single,2026-03-17 21:04:14.7580000
697,69a0bb89f987f916982bb7e0,2300,1,56,barchart-second-17-random-tallest-8,left,tallest,random,single,2026-03-17 21:04:18.1290000
698,69a0bb89f987f916982bb7e0,1172,1,57,barchart-second-02-random-tallest-9,left,tallest,random,single,2026-03-17 21:04:19.8920000
699,69a0bb89f987f916982bb7e0,1179,1,58,barchart-second-05-double-tallest-10,right,tallest,double,single,2026-03-17 21:04:21.6620000
700,69a0bb89f987f916982bb7e0,955,1,59,barchart-second-31-random-tallest-11,right,tallest,random,single,2026-03-17 21:04:23.2030000
701,69a0bb89f987f916982bb7e0,1424,1,60,barchart-second-18-same-tallest-12,left,tallest,same,single,2026-03-17 21:04:25.2230000
702,69a0bb89f987f916982bb7e0,1285,1,61,barchart-second-19-same-tallest-13,right,tallest,same,single,2026-03-17 21:04:27.0910000
703,69a0bb89f987f916982bb7e0,888,1,62,barchart-second-31-same-tallest-14,right,tallest,same,single,2026-03-17 21:04:28.5610000
704,69a0bb89f987f916982bb7e0,1658,0,63,barchart-second-14-same-tallest-15,right,tallest,same,single,2026-03-17 21:04:30.8190000
705,69a0bb89f987f916982bb7e0,1357,1,64,barchart-second-16-double-tallest-16,left,tallest,double,single,2026-03-17 21:04:33.8050000
706,69a0bb89f987f916982bb7e0,1120,1,65,barchart-second-03-double-tallest-17,left,tallest,double,single,2026-03-17 21:04:35.5190000
707,69a0bb89f987f916982bb7e0,1722,1,66,barchart-second-06-double-tallest-18,right,tallest,double,single,2026-03-17 21:04:37.8330000
708,69a0bb89f987f916982bb7e0,1879,1,67,barchart-second-02-same-tallest-19,left,tallest,same,single,2026-03-17 21:04:40.2880000
709,63c047ef36e1348b19bb8010,4915,1,0,barchart-first-13-random-shortest-0,left,shortest,random,single,2026-03-17 21:04:42.9670000
710,69a0bb89f987f916982bb7e0,1205,1,68,barchart-second-15-double-tallest-20,right,tallest,double,single,2026-03-17 21:04:42.0840000
711,69a0bb89f987f916982bb7e0,1381,1,69,barchart-second-23-double-tallest-21,right,tallest,double,single,2026-03-17 21:04:44.0670000
712,63c047ef36e1348b19bb8010,3136,1,1,barchart-first-01-random-shortest-1,right,shortest,random,single,2026-03-17 21:04:46.7020000
713,69a0bb89f987f916982bb7e0,1349,1,70,barchart-second-20-random-tallest-22,right,tallest,random,single,2026-03-17 21:04:46.0830000
714,63c047ef36e1348b19bb8010,1401,1,2,barchart-first-12-double-shortest-2,left,shortest,double,single,2026-03-17 21:04:48.6930000
715,69a0bb89f987f916982bb7e0,1147,1,71,barchart-second-30-double-tallest-23,right,tallest,double,single,2026-03-17 21:04:47.8240000
716,63c047ef36e1348b19bb8010,1590,1,3,barchart-first-31-double-shortest-3,right,shortest,double,single,2026-03-17 21:04:50.8840000
717,63c047ef36e1348b19bb8010,1187,1,4,barchart-first-08-double-shortest-4,left,shortest,double,single,2026-03-17 21:04:52.6620000
718,697a9a37987821966bee194a,1850,1,0,barchart-first-03-random-shortest-0,right,shortest,random,single,2026-03-17 21:04:54.1650000
719,63c047ef36e1348b19bb8010,1820,1,5,barchart-first-16-random-shortest-5,right,shortest,random,single,2026-03-17 21:04:55.0680000
720,697a9a37987821966bee194a,2156,1,1,barchart-first-25-random-shortest-1,right,shortest,random,single,2026-03-17 21:04:56.8850000
721,63c047ef36e1348b19bb8010,1674,1,6,barchart-first-02-double-shortest-6,right,shortest,double,single,2026-03-17 21:04:57.3280000
722,697a9a37987821966bee194a,1831,1,2,barchart-first-07-same-shortest-2,left,shortest,same,single,2026-03-17 21:04:59.2730000
723,69a0bb89f987f916982bb7e0,2236,1,72,barchart-second-18-random-tallest-24,left,tallest,random,single,2026-03-17 21:04:58.7510000
724,63c047ef36e1348b19bb8010,3378,1,7,barchart-first-22-double-shortest-7,right,shortest,double,single,2026-03-17 21:05:01.3360000
725,69a0bb89f987f916982bb7e0,1529,1,73,barchart-second-25-double-tallest-25,right,tallest,double,single,2026-03-17 21:05:00.8670000
726,63c047ef36e1348b19bb8010,1250,1,8,barchart-first-13-same-shortest-8,left,shortest,same,single,2026-03-17 21:05:03.1800000
727,697a9a37987821966bee194a,3187,1,3,barchart-first-27-same-shortest-3,right,shortest,same,single,2026-03-17 21:05:03.0150000
728,69a0bb89f987f916982bb7e0,1640,1,74,barchart-second-28-same-tallest-26,right,tallest,same,single,2026-03-17 21:05:03.1080000
729,63c047ef36e1348b19bb8010,2185,1,9,barchart-first-00-random-shortest-9,left,shortest,random,single,2026-03-17 21:05:05.9520000
730,697a9a37987821966bee194a,2036,1,4,barchart-first-14-same-shortest-4,left,shortest,same,single,2026-03-17 21:05:05.6130000
731,69a0bb89f987f916982bb7e0,1093,1,75,barchart-second-15-same-tallest-27,right,tallest,same,single,2026-03-17 21:05:04.7870000
732,63c047ef36e1348b19bb8010,1520,1,10,barchart-first-28-random-shortest-10,right,shortest,random,single,2026-03-17 21:05:08.0560000
733,69a0bb89f987f916982bb7e0,1403,1,76,barchart-second-17-double-tallest-28,left,tallest,double,single,2026-03-17 21:05:06.7670000
734,697a9a37987821966bee194a,2015,1,5,barchart-first-22-random-shortest-5,right,shortest,random,single,2026-03-17 21:05:08.1840000
735,69a0bb89f987f916982bb7e0,955,1,77,barchart-second-09-double-tallest-29,left,tallest,double,single,2026-03-17 21:05:08.3140000
736,697a9a37987821966bee194a,1026,1,6,barchart-first-08-double-shortest-6,left,shortest,double,single,2026-03-17 21:05:09.7710000
737,63c047ef36e1348b19bb8010,2368,1,11,barchart-first-18-random-shortest-11,right,shortest,random,single,2026-03-17 21:05:11.0160000
738,69a0bb89f987f916982bb7e0,1319,1,78,barchart-second-21-double-tallest-30,left,tallest,double,single,2026-03-17 21:05:10.1400000
739,697a9a37987821966bee194a,1197,1,7,barchart-first-04-random-shortest-7,right,shortest,random,single,2026-03-17 21:05:11.5420000
740,63c047ef36e1348b19bb8010,1562,1,12,barchart-first-31-random-shortest-12,right,shortest,random,single,2026-03-17 21:05:13.1680000
741,69a0bb89f987f916982bb7e0,1237,1,79,barchart-second-08-double-tallest-31,left,tallest,double,single,2026-03-17 21:05:11.9660000
742,697a9a37987821966bee194a,1537,1,8,barchart-first-04-same-shortest-8,right,shortest,same,single,2026-03-17 21:05:13.6440000
743,63c047ef36e1348b19bb8010,1282,1,13,barchart-first-11-random-shortest-13,right,shortest,random,single,2026-03-17 21:05:15.0550000
744,69a0bb89f987f916982bb7e0,1284,1,80,barchart-second-13-random-tallest-32,left,tallest,random,single,2026-03-17 21:05:13.8370000
745,697a9a37987821966bee194a,2085,1,9,barchart-first-16-random-shortest-9,right,shortest,random,single,2026-03-17 21:05:16.2860000
746,69a0bb89f987f916982bb7e0,1220,1,81,barchart-second-25-random-tallest-33,right,tallest,random,single,2026-03-17 21:05:15.6470000
747,63c047ef36e1348b19bb8010,2444,1,14,barchart-first-20-same-shortest-14,right,shortest,same,single,2026-03-17 21:05:18.0140000
748,69a0bb89f987f916982bb7e0,1027,1,82,barchart-second-19-random-tallest-34,right,tallest,random,single,2026-03-17 21:05:17.2830000
749,697a9a37987821966bee194a,1488,1,10,barchart-first-16-double-shortest-10,right,shortest,double,single,2026-03-17 21:05:18.3330000
750,63c047ef36e1348b19bb8010,1116,1,15,barchart-first-05-same-shortest-15,left,shortest,same,single,2026-03-17 21:05:19.7220000
751,697a9a37987821966bee194a,1296,1,11,barchart-first-02-double-shortest-11,right,shortest,double,single,2026-03-17 21:05:20.1860000
752,69a0bb89f987f916982bb7e0,1113,1,83,barchart-second-30-random-tallest-35,right,tallest,random,single,2026-03-17 21:05:19.2840000
753,63c047ef36e1348b19bb8010,1433,1,16,barchart-first-01-same-shortest-16,right,shortest,same,single,2026-03-17 21:05:21.7370000
754,69a0bb89f987f916982bb7e0,1061,1,84,barchart-second-00-same-tallest-36,right,tallest,same,single,2026-03-17 21:05:20.9430000
755,697a9a37987821966bee194a,1529,1,12,barchart-first-20-double-shortest-12,right,shortest,double,single,2026-03-17 21:05:22.2780000
756,69a0bb89f987f916982bb7e0,1109,1,85,barchart-second-13-same-tallest-37,left,tallest,same,single,2026-03-17 21:05:22.6430000
757,63c047ef36e1348b19bb8010,1763,1,17,barchart-first-15-double-shortest-17,right,shortest,double,single,2026-03-17 21:05:24.0840000
758,697a9a37987821966bee194a,1497,1,13,barchart-first-09-same-shortest-13,left,shortest,same,single,2026-03-17 21:05:24.3370000
759,69a0bb89f987f916982bb7e0,1072,1,86,barchart-second-30-same-tallest-38,right,tallest,same,single,2026-03-17 21:05:24.3100000
760,63c047ef36e1348b19bb8010,1621,1,18,barchart-first-09-same-shortest-18,left,shortest,same,single,2026-03-17 21:05:26.2900000
761,697a9a37987821966bee194a,1487,1,14,barchart-first-30-double-shortest-14,left,shortest,double,single,2026-03-17 21:05:26.4070000
762,69a0bb89f987f916982bb7e0,1264,1,87,barchart-second-03-random-tallest-39,left,tallest,random,single,2026-03-17 21:05:26.1620000
763,63c047ef36e1348b19bb8010,1238,1,19,barchart-first-09-double-shortest-19,left,shortest,double,single,2026-03-17 21:05:28.1280000
764,697a9a37987821966bee194a,1306,1,15,barchart-first-08-same-shortest-15,left,shortest,same,single,2026-03-17 21:05:28.2710000
765,69a0bb89f987f916982bb7e0,931,1,88,barchart-second-29-double-tallest-40,left,tallest,double,single,2026-03-17 21:05:27.6760000
766,63c047ef36e1348b19bb8010,1612,1,20,barchart-first-23-random-shortest-20,right,shortest,random,single,2026-03-17 21:05:30.3200000
767,69a0bb89f987f916982bb7e0,1213,1,89,barchart-second-10-random-tallest-41,right,tallest,random,single,2026-03-17 21:05:29.4760000
768,697a9a37987821966bee194a,1896,1,16,barchart-first-15-double-shortest-16,right,shortest,double,single,2026-03-17 21:05:30.7320000
769,63c047ef36e1348b19bb8010,1686,1,21,barchart-first-31-same-shortest-21,right,shortest,same,single,2026-03-17 21:05:32.5920000
770,69a0bb89f987f916982bb7e0,1202,1,90,barchart-second-22-same-tallest-42,right,tallest,same,single,2026-03-17 21:05:31.2700000
771,697a9a37987821966bee194a,1657,1,17,barchart-first-24-same-shortest-17,left,shortest,same,single,2026-03-17 21:05:32.9580000
772,69a0bb89f987f916982bb7e0,1272,1,91,barchart-second-29-random-tallest-43,left,tallest,random,single,2026-03-17 21:05:33.1240000
773,63c047ef36e1348b19bb8010,1352,1,22,barchart-first-18-double-shortest-22,right,shortest,double,single,2026-03-17 21:05:34.5260000
774,697a9a37987821966bee194a,1175,1,18,barchart-first-00-double-shortest-18,left,shortest,double,single,2026-03-17 21:05:34.6960000
775,69a0bb89f987f916982bb7e0,991,1,92,barchart-second-09-random-tallest-44,left,tallest,random,single,2026-03-17 21:05:34.6970000
776,63c047ef36e1348b19bb8010,1287,1,23,barchart-first-27-random-shortest-23,right,shortest,random,single,2026-03-17 21:05:36.3920000
777,697a9a37987821966bee194a,1646,1,19,barchart-first-31-double-shortest-19,right,shortest,double,single,2026-03-17 21:05:36.8990000
778,69a0bb89f987f916982bb7e0,996,1,93,barchart-second-12-same-tallest-45,right,tallest,same,single,2026-03-17 21:05:36.3030000
779,697a9a37987821966bee194a,1126,1,20,barchart-first-29-random-shortest-20,left,shortest,random,single,2026-03-17 21:05:38.5810000
780,69a0bb89f987f916982bb7e0,1354,1,94,barchart-second-31-double-tallest-46,right,tallest,double,single,2026-03-17 21:05:38.2430000
781,697a9a37987821966bee194a,1241,1,21,barchart-first-19-random-shortest-21,left,shortest,random,single,2026-03-17 21:05:40.3820000
782,69a0bb89f987f916982bb7e0,1111,1,95,barchart-second-09-same-tallest-47,left,tallest,same,single,2026-03-17 21:05:39.9530000
783,697a9a37987821966bee194a,1444,1,22,barchart-first-10-same-shortest-22,left,shortest,same,single,2026-03-17 21:05:42.3820000
784,697a9a37987821966bee194a,2463,0,23,barchart-first-14-random-shortest-23,right,shortest,random,single,2026-03-17 21:05:45.4020000
785,63c047ef36e1348b19bb8010,2969,1,24,barchart-first-03-same-shortest-24,right,shortest,same,single,2026-03-17 21:05:49.9500000
786,63c047ef36e1348b19bb8010,999,1,25,barchart-first-10-double-shortest-25,left,shortest,double,single,2026-03-17 21:05:51.5400000
787,697a9a37987821966bee194a,2295,1,24,barchart-first-30-random-shortest-24,left,shortest,random,single,2026-03-17 21:05:53.7800000
788,63c047ef36e1348b19bb8010,2030,1,26,barchart-first-25-same-shortest-26,right,shortest,same,single,2026-03-17 21:05:54.1580000
789,697a9a37987821966bee194a,1612,1,25,barchart-first-08-random-shortest-25,left,shortest,random,single,2026-03-17 21:05:55.9550000
790,63c047ef36e1348b19bb8010,1811,1,27,barchart-first-06-same-shortest-27,left,shortest,same,single,2026-03-17 21:05:56.5600000
791,697a9a37987821966bee194a,1135,1,26,barchart-first-21-double-shortest-26,left,shortest,double,single,2026-03-17 21:05:57.5930000
792,63c047ef36e1348b19bb8010,1434,1,28,barchart-first-14-same-shortest-28,left,shortest,same,single,2026-03-17 21:05:58.5860000
793,63c047ef36e1348b19bb8010,1220,1,29,barchart-first-30-random-shortest-29,left,shortest,random,single,2026-03-17 21:06:00.3920000
794,697a9a37987821966bee194a,2108,1,27,barchart-first-17-random-shortest-27,right,shortest,random,single,2026-03-17 21:06:00.2590000
795,63c047ef36e1348b19bb8010,1722,1,30,barchart-first-01-double-shortest-30,right,shortest,double,single,2026-03-17 21:06:02.7020000
796,697a9a37987821966bee194a,1583,1,28,barchart-first-18-same-shortest-28,right,shortest,same,single,2026-03-17 21:06:02.4110000
797,63c047ef36e1348b19bb8010,1583,1,31,barchart-first-00-double-shortest-31,left,shortest,double,single,2026-03-17 21:06:04.8690000
798,697a9a37987821966bee194a,1640,1,29,barchart-first-23-random-shortest-29,right,shortest,random,single,2026-03-17 21:06:04.6120000
799,63c047ef36e1348b19bb8010,1081,1,32,barchart-first-26-random-shortest-32,left,shortest,random,single,2026-03-17 21:06:06.5340000
800,697a9a37987821966bee194a,1659,1,30,barchart-first-12-same-shortest-30,left,shortest,same,single,2026-03-17 21:06:06.8400000
801,63c047ef36e1348b19bb8010,1054,1,33,barchart-first-19-double-shortest-33,left,shortest,double,single,2026-03-17 21:06:08.1800000
802,697a9a37987821966bee194a,877,1,31,barchart-first-05-same-shortest-31,left,shortest,same,single,2026-03-17 21:06:08.3040000
803,63c047ef36e1348b19bb8010,1558,1,34,barchart-first-12-random-shortest-34,left,shortest,random,single,2026-03-17 21:06:10.3220000
804,697a9a37987821966bee194a,1308,1,32,barchart-first-15-same-shortest-32,right,shortest,same,single,2026-03-17 21:06:10.1800000
805,63c047ef36e1348b19bb8010,1481,1,35,barchart-first-20-double-shortest-35,right,shortest,double,single,2026-03-17 21:06:12.3900000
806,697a9a37987821966bee194a,1622,1,33,barchart-first-01-double-shortest-33,right,shortest,double,single,2026-03-17 21:06:12.3770000
807,63c047ef36e1348b19bb8010,1592,1,36,barchart-first-21-random-shortest-36,left,shortest,random,single,2026-03-17 21:06:14.5700000
808,697a9a37987821966bee194a,1678,1,34,barchart-first-07-random-shortest-34,left,shortest,random,single,2026-03-17 21:06:14.6160000
809,63c047ef36e1348b19bb8010,926,1,37,barchart-first-21-same-shortest-37,left,shortest,same,single,2026-03-17 21:06:16.0940000
810,697a9a37987821966bee194a,1272,1,35,barchart-first-03-same-shortest-35,right,shortest,same,single,2026-03-17 21:06:16.4530000
811,63c047ef36e1348b19bb8010,1388,1,38,barchart-first-04-double-shortest-38,right,shortest,double,single,2026-03-17 21:06:18.0660000
812,697a9a37987821966bee194a,1547,1,36,barchart-first-20-random-shortest-36,right,shortest,random,single,2026-03-17 21:06:18.5620000
813,63c047ef36e1348b19bb8010,1811,1,39,barchart-first-02-same-shortest-39,right,shortest,same,single,2026-03-17 21:06:20.4620000
814,697a9a37987821966bee194a,1642,1,37,barchart-first-20-same-shortest-37,right,shortest,same,single,2026-03-17 21:06:20.7080000
