id,participant_id,response_time,correct,trial_number,stimuli_number,response,heatmap_condition,legend_condition,label_condition,attention,time_when
25050,678adaaa5d10296603b4b2d6,1300,1,64,right-2,left,right-dark,dark-up,fewer-up,dual,2026-03-02 22:15:51.2070000
25051,678adaaa5d10296603b4b2d6,1187,1,65,right-8,left,right-dark,dark-up,fewer-up,dual,2026-03-02 22:15:54.8010000
25052,678adaaa5d10296603b4b2d6,1116,0,66,left-5,left,left-dark,light-up,greater-up,dual,2026-03-02 22:15:57.5730000
25053,678adaaa5d10296603b4b2d6,1148,1,67,left-1,right,left-dark,light-up,greater-up,dual,2026-03-02 22:15:59.7970000
25054,678adaaa5d10296603b4b2d6,1150,1,68,right-1,left,right-dark,dark-up,fewer-up,dual,2026-03-02 22:16:02.9720000
25055,678adaaa5d10296603b4b2d6,1283,1,69,right-4,right,right-dark,light-up,fewer-up,dual,2026-03-02 22:16:05.4530000
25056,678adaaa5d10296603b4b2d6,1153,1,70,right-4,left,right-dark,light-up,greater-up,dual,2026-03-02 22:16:08.5020000
25057,678adaaa5d10296603b4b2d6,1249,1,71,left-7,left,left-dark,light-up,fewer-up,dual,2026-03-02 22:16:11.4800000
25058,678adaaa5d10296603b4b2d6,1448,1,72,right-2,right,right-dark,light-up,fewer-up,dual,2026-03-02 22:16:14.1460000
25059,678adaaa5d10296603b4b2d6,1126,1,73,left-4,left,left-dark,light-up,fewer-up,dual,2026-03-02 22:16:16.7740000
25060,678adaaa5d10296603b4b2d6,NULL,0,74,left-3,none,left-dark,dark-up,fewer-up,dual,2026-03-02 22:16:19.1160000
25061,678adaaa5d10296603b4b2d6,1614,0,75,right-0,right,right-dark,light-up,greater-up,dual,2026-03-02 22:16:23.1810000
25062,678adaaa5d10296603b4b2d6,1156,1,76,right-5,right,right-dark,dark-up,greater-up,dual,2026-03-02 22:16:26.7150000
25063,678adaaa5d10296603b4b2d6,1122,1,77,right-5,left,right-dark,light-up,greater-up,dual,2026-03-02 22:16:30.1200000
25064,678adaaa5d10296603b4b2d6,1024,1,78,right-3,right,right-dark,light-up,fewer-up,dual,2026-03-02 22:16:33.1150000
25065,678adaaa5d10296603b4b2d6,895,1,79,right-5,right,right-dark,light-up,fewer-up,dual,2026-03-02 22:16:36.2700000
25066,65f48503f9b5e6a629ba03c8,1310,1,0,left-6,right,left-dark,light-up,greater-up,dual,2026-03-02 22:18:05.0870000
25067,65f48503f9b5e6a629ba03c8,794,0,1,left-6,right,left-dark,dark-up,greater-up,dual,2026-03-02 22:18:08.3530000
25068,65f48503f9b5e6a629ba03c8,895,0,2,right-1,left,right-dark,dark-up,greater-up,dual,2026-03-02 22:18:10.8240000
25069,65f48503f9b5e6a629ba03c8,680,1,3,left-3,right,left-dark,dark-up,fewer-up,dual,2026-03-02 22:18:12.6840000
25070,65f48503f9b5e6a629ba03c8,1558,0,4,left-9,right,left-dark,light-up,fewer-up,dual,2026-03-02 22:18:15.7840000
25071,65f48503f9b5e6a629ba03c8,889,1,5,right-8,right,right-dark,light-up,fewer-up,dual,2026-03-02 22:18:18.7220000
25072,65f48503f9b5e6a629ba03c8,566,1,6,left-1,right,left-dark,dark-up,fewer-up,dual,2026-03-02 22:18:21.5040000
25073,65f48503f9b5e6a629ba03c8,NULL,0,7,left-0,none,left-dark,dark-up,greater-up,dual,2026-03-02 22:18:25.0010000
25074,65f48503f9b5e6a629ba03c8,592,0,8,left-6,left,left-dark,dark-up,fewer-up,dual,2026-03-02 22:18:27.3160000
25075,65f48503f9b5e6a629ba03c8,1133,1,9,right-0,right,right-dark,light-up,fewer-up,dual,2026-03-02 22:18:29.5890000
25076,65f48503f9b5e6a629ba03c8,743,1,10,left-2,right,left-dark,light-up,greater-up,dual,2026-03-02 22:18:32.5760000
25077,65f48503f9b5e6a629ba03c8,743,1,11,left-4,right,left-dark,light-up,greater-up,dual,2026-03-02 22:18:34.6840000
25078,65f48503f9b5e6a629ba03c8,1018,1,12,left-9,right,left-dark,dark-up,fewer-up,dual,2026-03-02 22:18:38.0540000
25079,65f48503f9b5e6a629ba03c8,1536,0,13,left-2,left,left-dark,dark-up,fewer-up,dual,2026-03-02 22:18:41.5070000
25080,65f48503f9b5e6a629ba03c8,1257,1,14,left-5,right,left-dark,light-up,greater-up,dual,2026-03-02 22:18:45.0180000
25081,65f48503f9b5e6a629ba03c8,576,0,15,right-5,right,right-dark,dark-up,fewer-up,dual,2026-03-02 22:18:47.6220000
25082,65f48503f9b5e6a629ba03c8,1433,0,16,left-8,right,left-dark,light-up,fewer-up,dual,2026-03-02 22:18:50.2570000
25083,65f48503f9b5e6a629ba03c8,613,0,17,left-9,left,left-dark,light-up,greater-up,dual,2026-03-02 22:18:52.4050000
25084,65f48503f9b5e6a629ba03c8,487,1,18,left-5,left,left-dark,light-up,fewer-up,dual,2026-03-02 22:18:54.4510000
25085,65f48503f9b5e6a629ba03c8,938,1,19,right-1,left,right-dark,dark-up,fewer-up,dual,2026-03-02 22:18:56.6540000
25086,65f48503f9b5e6a629ba03c8,762,1,20,right-3,left,right-dark,dark-up,fewer-up,dual,2026-03-02 22:19:08.2730000
25087,65f48503f9b5e6a629ba03c8,575,1,21,left-1,right,left-dark,light-up,greater-up,dual,2026-03-02 22:19:10.6090000
25088,65f48503f9b5e6a629ba03c8,573,1,22,left-2,left,left-dark,light-up,fewer-up,dual,2026-03-02 22:19:13.2430000
25089,65f48503f9b5e6a629ba03c8,517,1,23,right-5,right,right-dark,light-up,fewer-up,dual,2026-03-02 22:19:14.8840000
25090,65f48503f9b5e6a629ba03c8,952,0,24,right-9,left,right-dark,light-up,fewer-up,dual,2026-03-02 22:19:17.1690000
25091,65f48503f9b5e6a629ba03c8,571,1,25,left-7,right,left-dark,dark-up,fewer-up,dual,2026-03-02 22:19:19.6390000
25092,65f48503f9b5e6a629ba03c8,775,1,26,right-2,right,right-dark,light-up,fewer-up,dual,2026-03-02 22:19:21.9350000
25093,65f48503f9b5e6a629ba03c8,767,0,27,right-4,right,right-dark,light-up,greater-up,dual,2026-03-02 22:19:24.6940000
