id,participant_id,response_time,correct,trial_number,stimuli_number,response,slope,legend,statement_type,statement_truth,attention,time_when
81,63d6873b65a6170d64a652f6,7816,0,0,linechart-real-13-ordered-main_effect-0-8,right,increasing,ordered,main_effect,0,single,2026-03-18 15:03:30.739
82,63d6873b65a6170d64a652f6,14856,1,1,linechart-real-11-shuffled-main_effect-0-12,left,increasing,shuffled,main_effect,0,single,2026-03-18 15:03:47.414
83,63d6873b65a6170d64a652f6,8230,1,2,linechart-real-8-shuffled-main_effect-1-15,right,increasing,shuffled,main_effect,1,single,2026-03-18 15:03:56.401
84,63d6873b65a6170d64a652f6,5562,1,3,linechart-real-12-ordered-interaction-1-2,right,increasing,ordered,interaction,1,single,2026-03-18 15:04:02.799
85,63d6873b65a6170d64a652f6,7060,1,4,linechart-real-5-shuffled-interaction-1-17,right,increasing,shuffled,interaction,1,single,2026-03-18 15:04:10.645
86,63d6873b65a6170d64a652f6,6667,1,5,linechart-real-30-shuffled-main_effect-1-13,right,increasing,shuffled,main_effect,1,single,2026-03-18 15:04:18.141
87,63d6873b65a6170d64a652f6,47365,1,6,linechart-real-3-shuffled-interaction-1-31,right,increasing,shuffled,interaction,1,single,2026-03-18 15:05:06.317
88,63d6873b65a6170d64a652f6,7073,1,7,linechart-real-2-shuffled-main_effect-1-14,right,increasing,shuffled,main_effect,1,single,2026-03-18 15:05:14.250
89,5aa485b11eda41000136c94b,8912,1,0,linechart-real-25-shuffled-main_effect-1-30,right,increasing,shuffled,main_effect,1,single,2026-03-18 15:05:33.907
90,5aa485b11eda41000136c94b,9412,1,1,linechart-real-27-ordered-interaction-0-4,left,increasing,ordered,interaction,0,single,2026-03-18 15:05:43.977
91,5aa485b11eda41000136c94b,7340,1,2,linechart-real-0-ordered-main_effect-1-11,right,increasing,ordered,main_effect,1,single,2026-03-18 15:05:51.955
92,5aa485b11eda41000136c94b,12204,1,3,linechart-real-13-shuffled-interaction-1-14,right,increasing,shuffled,interaction,1,single,2026-03-18 15:06:04.762
93,5aa485b11eda41000136c94b,6233,1,4,linechart-real-4-ordered-main_effect-1-8,right,increasing,ordered,main_effect,1,single,2026-03-18 15:06:11.663
94,5aa485b11eda41000136c94b,6458,1,5,linechart-real-24-shuffled-interaction-1-23,right,increasing,shuffled,interaction,1,single,2026-03-18 15:06:18.776
95,5aa485b11eda41000136c94b,6877,1,6,linechart-real-5-ordered-main_effect-0-12,left,increasing,ordered,main_effect,0,single,2026-03-18 15:06:26.301
96,5aa485b11eda41000136c94b,6371,1,7,linechart-real-30-ordered-main_effect-0-28,left,increasing,ordered,main_effect,0,single,2026-03-18 15:06:33.412
97,5aa485b11eda41000136c94b,8472,1,8,linechart-real-12-shuffled-main_effect-0-3,left,increasing,shuffled,main_effect,0,single,2026-03-18 15:06:46.913
98,5aa485b11eda41000136c94b,11621,1,9,linechart-real-11-shuffled-main_effect-1-16,right,increasing,shuffled,main_effect,1,single,2026-03-18 15:06:59.179
99,5aa485b11eda41000136c94b,10054,1,10,linechart-real-7-shuffled-interaction-1-22,right,increasing,shuffled,interaction,1,single,2026-03-18 15:07:09.908
100,5aa485b11eda41000136c94b,10169,1,11,linechart-real-28-shuffled-interaction-1-26,right,increasing,shuffled,interaction,1,single,2026-03-18 15:07:20.685
101,5aa485b11eda41000136c94b,6337,1,12,linechart-real-22-shuffled-interaction-0-10,left,increasing,shuffled,interaction,0,single,2026-03-18 15:07:27.662
102,5aa485b11eda41000136c94b,7079,1,13,linechart-real-31-ordered-interaction-0-18,left,increasing,ordered,interaction,0,single,2026-03-18 15:07:35.381
103,5aa485b11eda41000136c94b,11679,1,14,linechart-real-17-shuffled-main_effect-1-2,right,increasing,shuffled,main_effect,1,single,2026-03-18 15:07:47.668
104,5aa485b11eda41000136c94b,6047,1,15,linechart-real-21-ordered-main_effect-0-1,left,increasing,ordered,main_effect,0,single,2026-03-18 15:07:54.374
105,67639cb846231603c8e979cd,5358,1,0,linechart-real-12-ordered-main_effect-0-8,left,increasing,ordered,main_effect,0,single,2026-03-18 15:08:03.291
106,5aa485b11eda41000136c94b,6769,1,16,linechart-real-1-ordered-interaction-1-0,right,increasing,ordered,interaction,1,single,2026-03-18 15:08:06.601
107,67639cb846231603c8e979cd,5875,1,1,linechart-real-24-ordered-interaction-0-11,left,increasing,ordered,interaction,0,single,2026-03-18 15:08:09.840
108,5aa485b11eda41000136c94b,6786,1,17,linechart-real-2-shuffled-interaction-0-6,left,increasing,shuffled,interaction,0,single,2026-03-18 15:08:14.036
109,67639cb846231603c8e979cd,5966,1,2,linechart-real-2-shuffled-interaction-1-20,right,increasing,shuffled,interaction,1,single,2026-03-18 15:08:16.479
110,63d6873b65a6170d64a652f6,8237,1,8,linechart-real-14-shuffled-main_effect-0-28,left,increasing,shuffled,main_effect,0,single,2026-03-18 15:08:19.474
111,5aa485b11eda41000136c94b,6142,1,18,linechart-real-14-shuffled-main_effect-0-17,left,increasing,shuffled,main_effect,0,single,2026-03-18 15:08:20.832
112,67639cb846231603c8e979cd,5566,1,3,linechart-real-16-ordered-interaction-0-4,left,increasing,ordered,interaction,0,single,2026-03-18 15:08:22.728
113,63d6873b65a6170d64a652f6,7375,1,9,linechart-real-24-shuffled-interaction-1-10,right,increasing,shuffled,interaction,1,single,2026-03-18 15:08:27.462
114,67639cb846231603c8e979cd,4554,1,4,linechart-real-20-shuffled-interaction-1-13,right,increasing,shuffled,interaction,1,single,2026-03-18 15:08:27.909
115,5aa485b11eda41000136c94b,9708,1,19,linechart-real-9-shuffled-interaction-0-25,left,increasing,shuffled,interaction,0,single,2026-03-18 15:08:31.154
116,67639cb846231603c8e979cd,4147,1,5,linechart-real-6-ordered-main_effect-0-17,left,increasing,ordered,main_effect,0,single,2026-03-18 15:08:33.101
117,63d6873b65a6170d64a652f6,6524,1,10,linechart-real-20-ordered-interaction-1-26,right,increasing,ordered,interaction,1,single,2026-03-18 15:08:34.573
118,67639cb846231603c8e979cd,6800,1,6,linechart-real-25-shuffled-interaction-1-7,right,increasing,shuffled,interaction,1,single,2026-03-18 15:08:40.572
119,63d6873b65a6170d64a652f6,6547,1,11,linechart-real-0-shuffled-interaction-0-5,left,increasing,shuffled,interaction,0,single,2026-03-18 15:08:41.742
120,5aa485b11eda41000136c94b,11977,1,20,linechart-real-18-ordered-main_effect-1-13,right,increasing,ordered,main_effect,1,single,2026-03-18 15:08:43.772
121,67639cb846231603c8e979cd,4517,1,7,linechart-real-26-shuffled-main_effect-1-22,right,increasing,shuffled,main_effect,1,single,2026-03-18 15:08:45.772
122,63d6873b65a6170d64a652f6,6701,1,12,linechart-real-9-ordered-main_effect-1-18,right,increasing,ordered,main_effect,1,single,2026-03-18 15:08:49.024
123,67639cb846231603c8e979cd,4318,0,8,linechart-real-11-ordered-interaction-1-27,left,increasing,ordered,interaction,1,single,2026-03-18 15:08:54.360
124,63d6873b65a6170d64a652f6,4703,1,13,linechart-real-1-ordered-interaction-0-20,left,increasing,ordered,interaction,0,single,2026-03-18 15:08:54.307
125,5aa485b11eda41000136c94b,13482,1,21,linechart-real-19-ordered-main_effect-0-15,left,increasing,ordered,main_effect,0,single,2026-03-18 15:08:57.917
126,67639cb846231603c8e979cd,8050,1,9,linechart-real-15-shuffled-main_effect-0-3,left,increasing,shuffled,main_effect,0,single,2026-03-18 15:09:04.084
127,67639cb846231603c8e979cd,4002,1,10,linechart-real-18-shuffled-main_effect-1-9,right,increasing,shuffled,main_effect,1,single,2026-03-18 15:09:08.772
128,63d6873b65a6170d64a652f6,15562,1,14,linechart-real-25-ordered-main_effect-0-11,left,increasing,ordered,main_effect,0,single,2026-03-18 15:09:10.467
129,5aa485b11eda41000136c94b,17099,1,22,linechart-real-8-shuffled-main_effect-1-27,right,increasing,shuffled,main_effect,1,single,2026-03-18 15:09:15.658
130,67639cb846231603c8e979cd,6248,1,11,linechart-real-8-shuffled-interaction-0-28,left,increasing,shuffled,interaction,0,single,2026-03-18 15:09:15.686
131,67639cb846231603c8e979cd,4131,1,12,linechart-real-3-shuffled-main_effect-1-19,right,increasing,shuffled,main_effect,1,single,2026-03-18 15:09:20.512
132,5aa485b11eda41000136c94b,7467,1,23,linechart-real-20-ordered-main_effect-1-5,right,increasing,ordered,main_effect,1,single,2026-03-18 15:09:23.720
133,67639cb846231603c8e979cd,5007,1,13,linechart-real-19-ordered-main_effect-0-31,left,increasing,ordered,main_effect,0,single,2026-03-18 15:09:26.201
134,67639cb846231603c8e979cd,4272,1,14,linechart-real-14-ordered-main_effect-1-26,right,increasing,ordered,main_effect,1,single,2026-03-18 15:09:31.152
135,63d6873b65a6170d64a652f6,21290,1,15,linechart-real-23-ordered-main_effect-0-30,left,increasing,ordered,main_effect,0,single,2026-03-18 15:09:32.376
136,67639cb846231603c8e979cd,3633,1,15,linechart-real-30-ordered-interaction-0-1,left,increasing,ordered,interaction,0,single,2026-03-18 15:09:35.458
137,5aa485b11eda41000136c94b,13252,1,24,linechart-real-6-ordered-interaction-0-19,left,increasing,ordered,interaction,0,single,2026-03-18 15:09:41.612
138,67639cb846231603c8e979cd,3665,1,16,linechart-real-4-shuffled-interaction-1-25,right,increasing,shuffled,interaction,1,single,2026-03-18 15:09:42.117
139,67639cb846231603c8e979cd,3812,1,17,linechart-real-23-ordered-interaction-0-23,left,increasing,ordered,interaction,0,single,2026-03-18 15:09:46.600
140,5aa485b11eda41000136c94b,6438,1,25,linechart-real-10-ordered-interaction-0-20,left,increasing,ordered,interaction,0,single,2026-03-18 15:09:48.698
141,67639cb846231603c8e979cd,3869,1,18,linechart-real-10-ordered-interaction-0-15,left,increasing,ordered,interaction,0,single,2026-03-18 15:09:51.144
142,63d6873b65a6170d64a652f6,5626,1,16,linechart-real-27-ordered-main_effect-0-3,left,increasing,ordered,main_effect,0,single,2026-03-18 15:09:51.330
143,67639cb846231603c8e979cd,3780,1,19,linechart-real-21-shuffled-main_effect-1-21,right,increasing,shuffled,main_effect,1,single,2026-03-18 15:09:55.542
144,63d6873b65a6170d64a652f6,4511,1,17,linechart-real-15-shuffled-interaction-0-19,left,increasing,shuffled,interaction,0,single,2026-03-18 15:09:56.669
145,67639cb846231603c8e979cd,3710,1,20,linechart-real-0-shuffled-main_effect-0-0,left,increasing,shuffled,main_effect,0,single,2026-03-18 15:09:59.937
146,63d6873b65a6170d64a652f6,5848,1,18,linechart-real-29-shuffled-interaction-1-4,right,increasing,shuffled,interaction,1,single,2026-03-18 15:10:03.226
147,5aa485b11eda41000136c94b,16524,1,26,linechart-real-26-shuffled-interaction-0-7,left,increasing,shuffled,interaction,0,single,2026-03-18 15:10:05.871
148,67639cb846231603c8e979cd,4934,1,21,linechart-real-27-ordered-interaction-1-24,right,increasing,ordered,interaction,1,single,2026-03-18 15:10:05.540
149,63d6873b65a6170d64a652f6,3390,1,19,linechart-real-19-ordered-interaction-1-0,right,increasing,ordered,interaction,1,single,2026-03-18 15:10:07.424
150,67639cb846231603c8e979cd,4916,1,22,linechart-real-31-shuffled-main_effect-0-12,left,increasing,shuffled,main_effect,0,single,2026-03-18 15:10:11.136
151,5aa485b11eda41000136c94b,5869,1,27,linechart-real-16-shuffled-main_effect-0-9,left,increasing,shuffled,main_effect,0,single,2026-03-18 15:10:12.394
152,63d6873b65a6170d64a652f6,6021,1,20,linechart-real-16-ordered-main_effect-0-16,left,increasing,ordered,main_effect,0,single,2026-03-18 15:10:14.258
153,67639cb846231603c8e979cd,5487,1,23,linechart-real-28-shuffled-interaction-0-16,left,increasing,shuffled,interaction,0,single,2026-03-18 15:10:17.259
154,5aa485b11eda41000136c94b,6659,1,28,linechart-real-15-ordered-interaction-1-21,right,increasing,ordered,interaction,1,single,2026-03-18 15:10:19.717
155,63d6873b65a6170d64a652f6,7309,1,21,linechart-real-18-shuffled-main_effect-1-29,right,increasing,shuffled,main_effect,1,single,2026-03-18 15:10:22.401
156,63d6873b65a6170d64a652f6,4933,1,22,linechart-real-17-ordered-interaction-0-9,left,increasing,ordered,interaction,0,single,2026-03-18 15:10:28.018
157,5aa485b11eda41000136c94b,10038,1,29,linechart-real-29-shuffled-main_effect-0-24,left,increasing,shuffled,main_effect,0,single,2026-03-18 15:10:30.346
158,63d6873b65a6170d64a652f6,5047,1,23,linechart-real-6-ordered-interaction-1-24,right,increasing,ordered,interaction,1,single,2026-03-18 15:10:33.763
159,5aa485b11eda41000136c94b,4789,1,30,linechart-real-23-ordered-interaction-1-31,right,increasing,ordered,interaction,1,single,2026-03-18 15:10:35.770
160,63d6873b65a6170d64a652f6,4836,1,24,linechart-real-4-shuffled-interaction-0-25,left,increasing,shuffled,interaction,0,single,2026-03-18 15:10:41.643
161,5aa485b11eda41000136c94b,7077,1,31,linechart-real-3-ordered-interaction-1-29,right,increasing,ordered,interaction,1,single,2026-03-18 15:10:43.482
162,63d6873b65a6170d64a652f6,4550,1,25,linechart-real-28-shuffled-main_effect-1-27,right,increasing,shuffled,main_effect,1,single,2026-03-18 15:10:46.885
163,63d6873b65a6170d64a652f6,3079,1,26,linechart-real-31-ordered-interaction-1-6,right,increasing,ordered,interaction,1,single,2026-03-18 15:10:50.734
164,63d6873b65a6170d64a652f6,3853,1,27,linechart-real-22-shuffled-interaction-0-1,left,increasing,shuffled,interaction,0,single,2026-03-18 15:10:55.328
165,63d6873b65a6170d64a652f6,2501,1,28,linechart-real-10-ordered-interaction-0-23,left,increasing,ordered,interaction,0,single,2026-03-18 15:10:58.656
166,63d6873b65a6170d64a652f6,7078,1,29,linechart-real-26-ordered-main_effect-0-22,left,increasing,ordered,main_effect,0,single,2026-03-18 15:11:06.441
167,63d6873b65a6170d64a652f6,6439,1,30,linechart-real-21-ordered-main_effect-0-21,left,increasing,ordered,main_effect,0,single,2026-03-18 15:11:13.592
168,63d6873b65a6170d64a652f6,7962,1,31,linechart-real-7-shuffled-main_effect-1-7,right,increasing,shuffled,main_effect,1,single,2026-03-18 15:11:22.346
169,67639cb846231603c8e979cd,4718,1,24,linechart-real-17-ordered-main_effect-1-18,right,increasing,ordered,main_effect,1,single,2026-03-18 15:14:05.312
170,67639cb846231603c8e979cd,3347,1,25,linechart-real-7-ordered-main_effect-1-2,right,increasing,ordered,main_effect,1,single,2026-03-18 15:14:09.340
171,67639cb846231603c8e979cd,3449,1,26,linechart-real-9-shuffled-main_effect-0-14,left,increasing,shuffled,main_effect,0,single,2026-03-18 15:14:13.409
172,67639cb846231603c8e979cd,3124,1,27,linechart-real-5-ordered-interaction-1-10,right,increasing,ordered,interaction,1,single,2026-03-18 15:14:17.211
173,67639cb846231603c8e979cd,3410,1,28,linechart-real-29-shuffled-interaction-1-29,right,increasing,shuffled,interaction,1,single,2026-03-18 15:14:21.240
174,67639cb846231603c8e979cd,5334,0,29,linechart-real-1-shuffled-interaction-1-6,left,increasing,shuffled,interaction,1,single,2026-03-18 15:14:27.202
175,67639cb846231603c8e979cd,4158,1,30,linechart-real-13-ordered-main_effect-0-30,left,increasing,ordered,main_effect,0,single,2026-03-18 15:14:33.016
176,67639cb846231603c8e979cd,4119,1,31,linechart-real-22-ordered-main_effect-0-5,left,increasing,ordered,main_effect,0,single,2026-03-18 15:14:37.836
177,6914e0900c27e175798f4983,10099,1,0,linechart-real-26-ordered-interaction-1-22,right,increasing,ordered,interaction,1,single,2026-03-18 15:15:12.831
178,6914e0900c27e175798f4983,7208,1,1,linechart-real-15-shuffled-main_effect-0-5,left,increasing,shuffled,main_effect,0,single,2026-03-18 15:15:21.505
179,6914e0900c27e175798f4983,8362,1,2,linechart-real-6-shuffled-interaction-1-27,right,increasing,shuffled,interaction,1,single,2026-03-18 15:15:31.368
180,6914e0900c27e175798f4983,8795,1,3,linechart-real-9-shuffled-interaction-1-15,right,increasing,shuffled,interaction,1,single,2026-03-18 15:15:41.518
181,6914e0900c27e175798f4983,10739,1,4,linechart-real-1-shuffled-interaction-1-14,right,increasing,shuffled,interaction,1,single,2026-03-18 15:15:53.182
182,6914e0900c27e175798f4983,8885,1,5,linechart-real-24-ordered-interaction-1-26,right,increasing,ordered,interaction,1,single,2026-03-18 15:16:03.425
183,6914e0900c27e175798f4983,11536,1,6,linechart-real-14-ordered-interaction-0-4,left,increasing,ordered,interaction,0,single,2026-03-18 15:16:16.009
184,6914e0900c27e175798f4983,9315,1,7,linechart-real-2-shuffled-main_effect-0-20,left,increasing,shuffled,main_effect,0,single,2026-03-18 15:16:26.288
185,6914e0900c27e175798f4983,10037,1,8,linechart-real-22-ordered-main_effect-1-18,right,increasing,ordered,main_effect,1,single,2026-03-18 15:16:44.728
186,6914e0900c27e175798f4983,4747,1,9,linechart-real-30-ordered-main_effect-0-11,left,increasing,ordered,main_effect,0,single,2026-03-18 15:16:50.591
187,6914e0900c27e175798f4983,7418,1,10,linechart-real-20-ordered-main_effect-0-6,left,increasing,ordered,main_effect,0,single,2026-03-18 15:16:58.892
188,6914e0900c27e175798f4983,7250,1,11,linechart-real-21-shuffled-interaction-1-1,right,increasing,shuffled,interaction,1,single,2026-03-18 15:17:07.022
189,6914e0900c27e175798f4983,7812,1,12,linechart-real-18-shuffled-main_effect-0-17,left,increasing,shuffled,main_effect,0,single,2026-03-18 15:17:15.785
190,6914e0900c27e175798f4983,6151,1,13,linechart-real-12-ordered-interaction-0-25,left,increasing,ordered,interaction,0,single,2026-03-18 15:17:23.127
191,693b90a846083092cd5d1f9f,8955,0,0,linechart-real-0-shuffled-main_effect-1-30,left,increasing,shuffled,main_effect,1,single,2026-03-18 15:17:31.515
192,6914e0900c27e175798f4983,5291,1,14,linechart-real-10-ordered-main_effect-0-7,left,increasing,ordered,main_effect,0,single,2026-03-18 15:17:29.739
193,6914e0900c27e175798f4983,4983,1,15,linechart-real-13-shuffled-interaction-0-12,left,increasing,shuffled,interaction,0,single,2026-03-18 15:17:35.882
194,693b90a846083092cd5d1f9f,16317,1,1,linechart-real-23-shuffled-interaction-1-21,right,increasing,shuffled,interaction,1,single,2026-03-18 15:17:49.567
195,6914e0900c27e175798f4983,14433,1,16,linechart-real-29-shuffled-interaction-0-19,left,increasing,shuffled,interaction,0,single,2026-03-18 15:17:58.129
196,693b90a846083092cd5d1f9f,11038,1,2,linechart-real-11-shuffled-main_effect-0-18,left,increasing,shuffled,main_effect,0,single,2026-03-18 15:18:01.275
197,6914e0900c27e175798f4983,10923,1,17,linechart-real-31-shuffled-main_effect-0-2,left,increasing,shuffled,main_effect,0,single,2026-03-18 15:18:09.881
198,693b90a846083092cd5d1f9f,16070,1,3,linechart-real-28-ordered-interaction-1-2,right,increasing,ordered,interaction,1,single,2026-03-18 15:18:17.996
199,6914e0900c27e175798f4983,5836,1,18,linechart-real-25-shuffled-main_effect-1-31,right,increasing,shuffled,main_effect,1,single,2026-03-18 15:18:16.884
200,693b90a846083092cd5d1f9f,10397,1,4,linechart-real-27-shuffled-interaction-0-26,left,increasing,shuffled,interaction,0,single,2026-03-18 15:18:29.059
201,6914e0900c27e175798f4983,9487,1,19,linechart-real-5-ordered-main_effect-1-30,right,increasing,ordered,main_effect,1,single,2026-03-18 15:18:28.004
202,6914e0900c27e175798f4983,6962,1,20,linechart-real-27-ordered-interaction-1-24,right,increasing,ordered,interaction,1,single,2026-03-18 15:18:36.330
203,693b90a846083092cd5d1f9f,11109,1,5,linechart-real-15-shuffled-main_effect-1-22,right,increasing,shuffled,main_effect,1,single,2026-03-18 15:18:40.839
204,6914e0900c27e175798f4983,9111,1,21,linechart-real-0-ordered-interaction-0-3,left,increasing,ordered,interaction,0,single,2026-03-18 15:18:46.231
205,693b90a846083092cd5d1f9f,9923,1,6,linechart-real-12-ordered-interaction-1-14,right,increasing,ordered,interaction,1,single,2026-03-18 15:18:51.439
206,6914e0900c27e175798f4983,8464,1,22,linechart-real-17-ordered-main_effect-1-21,right,increasing,ordered,main_effect,1,single,2026-03-18 15:18:55.861
207,695bcd773894067ba8c01741,9106,1,0,linechart-real-18-ordered-main_effect-1-9,right,increasing,ordered,main_effect,1,single,2026-03-18 15:18:58.563
208,693b90a846083092cd5d1f9f,8747,1,7,linechart-real-20-shuffled-main_effect-0-23,left,increasing,shuffled,main_effect,0,single,2026-03-18 15:19:00.855
209,695bcd773894067ba8c01741,7843,1,1,linechart-real-26-ordered-interaction-0-26,left,increasing,ordered,interaction,0,single,2026-03-18 15:19:07.060
210,6914e0900c27e175798f4983,10796,1,23,linechart-real-19-shuffled-main_effect-1-0,right,increasing,shuffled,main_effect,1,single,2026-03-18 15:19:07.714
211,695bcd773894067ba8c01741,9710,1,2,linechart-real-4-shuffled-main_effect-1-30,right,increasing,shuffled,main_effect,1,single,2026-03-18 15:19:17.456
212,695bcd773894067ba8c01741,7643,1,3,linechart-real-15-ordered-main_effect-0-27,left,increasing,ordered,main_effect,0,single,2026-03-18 15:19:25.778
213,693b90a846083092cd5d1f9f,11534,0,8,linechart-real-1-ordered-interaction-1-13,left,increasing,ordered,interaction,1,single,2026-03-18 15:19:27.321
214,69929ba3656edf355205efdb,14656,1,0,linechart-real-1-shuffled-main_effect-0-1,left,increasing,shuffled,main_effect,0,single,2026-03-18 15:19:21.284
215,6914e0900c27e175798f4983,17570,1,24,linechart-real-7-ordered-main_effect-1-9,right,increasing,ordered,main_effect,1,single,2026-03-18 15:19:30.204
216,695bcd773894067ba8c01741,7699,1,4,linechart-real-21-shuffled-interaction-0-23,left,increasing,shuffled,interaction,0,single,2026-03-18 15:19:34.103
217,69929ba3656edf355205efdb,6491,1,1,linechart-real-0-ordered-interaction-0-19,left,increasing,ordered,interaction,0,single,2026-03-18 15:19:28.431
218,6914e0900c27e175798f4983,5825,1,25,linechart-real-11-ordered-main_effect-1-10,right,increasing,ordered,main_effect,1,single,2026-03-18 15:19:37.047
219,693b90a846083092cd5d1f9f,11061,1,9,linechart-real-4-ordered-main_effect-0-9,left,increasing,ordered,main_effect,0,single,2026-03-18 15:19:40.066
220,69929ba3656edf355205efdb,5628,1,2,linechart-real-18-ordered-main_effect-0-22,left,increasing,ordered,main_effect,0,single,2026-03-18 15:19:34.703
221,695bcd773894067ba8c01741,9699,1,5,linechart-real-22-shuffled-interaction-1-19,right,increasing,shuffled,interaction,1,single,2026-03-18 15:19:44.536
222,693b90a846083092cd5d1f9f,9884,1,10,linechart-real-14-ordered-main_effect-0-16,left,increasing,ordered,main_effect,0,single,2026-03-18 15:19:50.640
223,69929ba3656edf355205efdb,6555,1,3,linechart-real-2-shuffled-interaction-1-4,right,increasing,shuffled,interaction,1,single,2026-03-18 15:19:41.885
224,695bcd773894067ba8c01741,10031,1,6,linechart-real-3-shuffled-main_effect-1-28,right,increasing,shuffled,main_effect,1,single,2026-03-18 15:19:55.263
225,6914e0900c27e175798f4983,15249,1,26,linechart-real-8-shuffled-interaction-1-23,right,increasing,shuffled,interaction,1,single,2026-03-18 15:19:53.442
226,693b90a846083092cd5d1f9f,8165,1,11,linechart-real-21-ordered-interaction-0-19,left,increasing,ordered,interaction,0,single,2026-03-18 15:19:59.487
227,6914e0900c27e175798f4983,5029,1,27,linechart-real-28-ordered-interaction-0-8,left,increasing,ordered,interaction,0,single,2026-03-18 15:19:59.904
228,695bcd773894067ba8c01741,6944,1,7,linechart-real-6-shuffled-interaction-1-0,right,increasing,shuffled,interaction,1,single,2026-03-18 15:20:02.839
229,69929ba3656edf355205efdb,14315,1,4,linechart-real-26-ordered-interaction-1-11,right,increasing,ordered,interaction,1,single,2026-03-18 15:19:56.871
230,693b90a846083092cd5d1f9f,9479,1,12,linechart-real-6-shuffled-main_effect-0-12,left,increasing,shuffled,main_effect,0,single,2026-03-18 15:20:09.609
231,6914e0900c27e175798f4983,6942,1,28,linechart-real-16-shuffled-interaction-1-28,right,increasing,shuffled,interaction,1,single,2026-03-18 15:20:07.876
232,695bcd773894067ba8c01741,8911,1,8,linechart-real-17-shuffled-main_effect-0-1,left,increasing,shuffled,main_effect,0,single,2026-03-18 15:20:17.386
233,6914e0900c27e175798f4983,7032,1,29,linechart-real-3-ordered-interaction-0-13,left,increasing,ordered,interaction,0,single,2026-03-18 15:20:16.211
234,693b90a846083092cd5d1f9f,7902,1,13,linechart-real-13-ordered-main_effect-1-4,right,increasing,ordered,main_effect,1,single,2026-03-18 15:20:18.162
235,695bcd773894067ba8c01741,6434,1,9,linechart-real-13-shuffled-interaction-0-21,left,increasing,shuffled,interaction,0,single,2026-03-18 15:20:24.425
236,693b90a846083092cd5d1f9f,9906,1,14,linechart-real-22-shuffled-main_effect-1-11,right,increasing,shuffled,main_effect,1,single,2026-03-18 15:20:28.725
237,695bcd773894067ba8c01741,7654,1,10,linechart-real-28-ordered-interaction-0-10,left,increasing,ordered,interaction,0,single,2026-03-18 15:20:32.705
238,69929ba3656edf355205efdb,28011,1,5,linechart-real-21-shuffled-main_effect-0-26,left,increasing,shuffled,main_effect,0,single,2026-03-18 15:20:25.484
239,6914e0900c27e175798f4983,14953,1,30,linechart-real-23-shuffled-main_effect-0-29,left,increasing,shuffled,main_effect,0,single,2026-03-18 15:20:32.684
240,695bcd773894067ba8c01741,5897,1,11,linechart-real-2-ordered-main_effect-0-20,left,increasing,ordered,main_effect,0,single,2026-03-18 15:20:39.282
241,693b90a846083092cd5d1f9f,10401,1,15,linechart-real-7-shuffled-interaction-0-7,left,increasing,shuffled,interaction,0,single,2026-03-18 15:20:39.775
242,6914e0900c27e175798f4983,6235,1,31,linechart-real-4-shuffled-main_effect-0-16,left,increasing,shuffled,main_effect,0,single,2026-03-18 15:20:40.166
243,695bcd773894067ba8c01741,8727,1,12,linechart-real-5-ordered-main_effect-1-4,right,increasing,ordered,main_effect,1,single,2026-03-18 15:20:48.682
244,695bcd773894067ba8c01741,6533,1,13,linechart-real-10-ordered-interaction-0-14,left,increasing,ordered,interaction,0,single,2026-03-18 15:20:55.902
245,69929ba3656edf355205efdb,25115,1,6,linechart-real-17-ordered-main_effect-1-14,right,increasing,ordered,main_effect,1,single,2026-03-18 15:20:51.217
246,693b90a846083092cd5d1f9f,8666,1,16,linechart-real-16-ordered-main_effect-0-10,left,increasing,ordered,main_effect,0,single,2026-03-18 15:21:01.371
247,695bcd773894067ba8c01741,8555,1,14,linechart-real-20-ordered-interaction-1-31,right,increasing,ordered,interaction,1,single,2026-03-18 15:21:05.059
248,69929ba3656edf355205efdb,5203,1,7,linechart-real-15-ordered-main_effect-1-27,right,increasing,ordered,main_effect,1,single,2026-03-18 15:20:57.087
249,693b90a846083092cd5d1f9f,8806,1,17,linechart-real-25-ordered-main_effect-1-1,right,increasing,ordered,main_effect,1,single,2026-03-18 15:21:10.803
250,695bcd773894067ba8c01741,7848,1,15,linechart-real-24-ordered-main_effect-0-15,left,increasing,ordered,main_effect,0,single,2026-03-18 15:21:13.596
251,69929ba3656edf355205efdb,7977,0,8,linechart-real-22-ordered-interaction-1-10,left,increasing,ordered,interaction,1,single,2026-03-18 15:21:08.120
252,695bcd773894067ba8c01741,7329,1,16,linechart-real-1-shuffled-interaction-1-11,right,increasing,shuffled,interaction,1,single,2026-03-18 15:21:24.622
253,693b90a846083092cd5d1f9f,13801,1,18,linechart-real-24-shuffled-interaction-0-5,left,increasing,shuffled,interaction,0,single,2026-03-18 15:21:25.268
254,695bcd773894067ba8c01741,6007,1,17,linechart-real-27-shuffled-main_effect-0-24,left,increasing,shuffled,main_effect,0,single,2026-03-18 15:21:31.313
255,693b90a846083092cd5d1f9f,11646,1,19,linechart-real-29-ordered-interaction-1-0,right,increasing,ordered,interaction,1,single,2026-03-18 15:21:37.542
256,695bcd773894067ba8c01741,7418,1,18,linechart-real-14-shuffled-interaction-0-3,left,increasing,shuffled,interaction,0,single,2026-03-18 15:21:39.440
257,695bcd773894067ba8c01741,6193,1,19,linechart-real-16-ordered-interaction-1-25,right,increasing,ordered,interaction,1,single,2026-03-18 15:21:46.307
