participant_id,attention_condition,n_colormap_trials,unanswered_pct,heatmap_accuracy,mean_rt,mean_rt_answered,d_prime,d_prime_ci_low,d_prime_ci_high,d_prime_ci_excludes_zero,tier1_exclude_incomplete_trials,tier1_exclude_low_phone_sdt,tier1_exclude_low_heatmap_accuracy,excluded,tier2_participant_rt_outlier,exclude_tier2,tier3_participant_rt_outlier,exclude_tier3,exclusion_reason
5de7d12c26dd95000b6824c5,dual_only,80,6.25,0.9466666666666667,1290.32,1290.32,3.4181634436310473,2.1005829791239723,4.735743908138122,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,included
5e6685e1ffed4c405a4db5d0,dual_only,80,8.75,0.9315068493150684,1156.9315068493152,1156.9315068493152,3.2134992113105927,1.9174908330626788,4.509507589558506,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,included
5e6ca4b9a2b73d25c187ae61,single_only,80,0,0.9625,1231.375,1231.375,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,included
5e9f3deb12d01a0b806e57b7,dual_only,80,6.25,0.7733333333333333,1314.08,1314.08,3.1344235583169286,1.8433367728956005,4.425510343738257,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,included
5eacb97b5eaaf53389bfb8a2,single_only,80,0,0.6750000000000002,991.05,991.05,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,included
5ecc6ffce3ca77849333e83e,dual_only,80,6.25,0.64,1120.72,1120.72,-0.24232735066539624,-1.0935243383821347,0.6088696370513423,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,phone_dprime_ci_includes_0
5ee2e7bf21501a83d55642cd,single_only,80,3.75,0.4675324675324676,1017.194805194805,1017.194805194805,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,low_heatmap_accuracy_below_49.5_of_80
5f171b6978c6ae032e458f06,single_only,80,12.5,0.8714285714285714,1114.7142857142858,1114.7142857142858,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,included
5f4a4da1575d605c43bef871,dual_only,80,10,0.7361111111111112,1189.7777777777778,1189.7777777777778,0.03833380393586361,-1.6332101990830716,1.7098778069547989,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,phone_dprime_ci_includes_0
5f4dc39ffc6fe9aa6901cc6d,single_only,80,0,0.5625,816.4125,816.4125,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,low_heatmap_accuracy_below_49.5_of_80
5fab3afc780978629141d35f,single_only,80,2.5,0.9743589743589743,1133.8846153846155,1133.8846153846155,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,included
5fb156d6e16ee65ed2558d7c,dual_only,80,11.25,0.4366197183098592,957.6338028169015,957.6338028169015,0.8014463190548402,0.005061028066728812,1.5978316100429515,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,low_heatmap_accuracy_below_49.5_of_80
600c167e28de48080e812884,single_only,80,3.75,0.48051948051948046,790.8961038961039,790.8961038961039,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,low_heatmap_accuracy_below_49.5_of_80
6024c18b094ac71dd93f4f5a,dual_only,80,6.25,0.9066666666666666,1281.48,1281.48,3.265392813990128,1.9497924370087076,4.580993190971548,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,included
604db6324496c57afe822770,single_only,80,2.5,0.7307692307692307,1047.1410256410259,1047.1410256410259,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,included
604fe822b095421e07e3f93e,dual_only,80,11.25,0.9154929577464789,1143.3521126760563,1143.3521126760563,3.6784155279310786,2.263879799596797,5.09295125626536,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,included
60859f820e5009a67adb3921,single_only,80,0,0.5375,605.2000000000002,605.2000000000002,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,low_heatmap_accuracy_below_49.5_of_80
60b7a77ccd6f5c19f13e83e6,single_only,80,1.25,0.7721518987341772,1013.9240506329114,1013.9240506329114,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,included
60bc8860d04f4ac80d319a5c,dual_only,80,35,0.6153846153846154,1509.3846153846155,1509.3846153846155,-0.19177761558713158,-1.2112346441206248,0.8276794129463616,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,phone_dprime_ci_includes_0;low_heatmap_accuracy_below_49.5_of_80
60dfd857e293a99dd577f4c8,single_only,80,12.5,0.9142857142857144,1308.0142857142857,1308.0142857142857,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,included
60fcc7651cb27f1770cc7ad2,dual_only,80,1.25,0.9873417721518988,1113.886075949367,1113.886075949367,4.128468803290962,2.4976045259008326,5.759333080681092,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,included
610008383c0a128712403745,single_only,80,0,0.95,999.9875,999.9875,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,included
61084e45d53567348ae45e57,single_only,80,5,0.881578947368421,1091.657894736842,1091.657894736842,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,included
614becce61f2753af92727bb,single_only,80,1.25,0.9240506329113924,1113.7721518987341,1113.7721518987341,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,included
615e420a23219efe3427a367,dual_only,80,10,0.6388888888888888,1368.875,1368.875,3.3917521079809525,2.09440736859319,4.689096847368715,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,included
61bb396840db417c1a138e3d,dual_only,80,3.75,0.45454545454545453,908.8181818181818,908.8181818181818,0.5736604850744613,-0.23151024504605466,1.3788312151949773,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,phone_dprime_ci_includes_0;low_heatmap_accuracy_below_49.5_of_80
63483c4522d65d46028da7a7,single_only,80,0,0.45,158.89999999999998,158.89999999999998,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,low_heatmap_accuracy_below_49.5_of_80
63852fbf95d78ba25b99005e,single_only,80,1.25,0.9367088607594937,1035.4683544303798,1035.4683544303798,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,included
63fa47854a6eae0d497059e5,single_only,80,1.25,0.8101265822784811,1120.3164556962026,1120.3164556962026,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,included
652359572fd30ff57dfea7fb,dual_only,80,12.5,0.8571428571428571,1308.7857142857142,1308.7857142857142,3.0042556978030888,1.7301565187310657,4.278354876875111,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,included
6544ff9e0fb2eaaf83e2de5c,dual_only,80,35,0.5576923076923077,1325.25,1325.25,3.772898861136456,2.4108929324531343,5.134904789819778,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,low_heatmap_accuracy_below_49.5_of_80
655e3d32d5562c5520717cfc,dual_only,80,25,0.5166666666666667,794.4,794.4,2.318699189383026,1.3252224540427178,3.3121759247233347,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,low_heatmap_accuracy_below_49.5_of_80
65b549c67c7791499c09f8a2,dual_only,80,23.75,0.7868852459016393,1347.032786885246,1347.032786885246,1.0385566134525746,0.31450808246809614,1.762605144437053,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,included
65fcab5ed252c205f819b116,dual_only,80,5,0.42105263157894735,912.6184210526316,912.6184210526316,2.9402474344619316,1.5743572910339563,4.306137577889907,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,low_heatmap_accuracy_below_49.5_of_80
6606f138695c55157b90291c,dual_only,80,5,0.8421052631578947,1313.842105263158,1313.842105263158,2.6512916999649585,1.6998072724696591,3.602776127460258,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,included
662f8a3bc02a7f164555439a,single_only,80,1.25,0.4936708860759494,837.3544303797468,837.3544303797468,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,low_heatmap_accuracy_below_49.5_of_80
663a5fd6be8d75132d5c3e73,dual_only,80,13.750000000000002,0.6231884057971014,1215.4492753623188,1215.4492753623188,3.43462372879236,2.089514792577091,4.779732665007629,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,included
663cceb7909a43d4d01e0c24,dual_only,80,6.25,0.4666666666666666,833.6,833.6,1.912724960893447,0.9800498319946703,2.8454000897922236,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,low_heatmap_accuracy_below_49.5_of_80
664287debe4750708ea0ecf7,single_only,80,2.5,0.4230769230769231,913.1923076923077,913.1923076923077,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,low_heatmap_accuracy_below_49.5_of_80
665f81442e9eb2f969a3a4b1,dual_only,80,11.25,0.8028169014084507,1286.5070422535211,1286.5070422535211,1.9852645725504001,1.045134130059509,2.9253950150412913,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,included
6664a1634453306b040667c8,dual_only,80,23.75,0.7213114754098361,1322.7540983606557,1322.7540983606557,-0.9929965309878319,-2.2945885961562,0.3085955341805362,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,phone_dprime_ci_includes_0
668c2c3b1c453af22c1e1e31,dual_only,80,3.75,0.7922077922077922,1095.1298701298701,1095.1298701298701,2.8420950450837354,1.5635256295769748,4.120664460590496,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,included
66a83f244414aaec48b22552,dual_only,80,3.75,0.48051948051948046,694.2857142857143,694.2857142857143,3.1665145395251377,1.7436899816542826,4.589339097395992,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,low_heatmap_accuracy_below_49.5_of_80
66b3e078bef7d6dd6c53e015,dual_only,80,3.75,0.935064935064935,1044.2337662337663,1044.2337662337663,4.123650741526873,2.4927917773830153,5.754509705670731,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,included
66b8cf43cc43c649a591c3b6,single_only,80,2.5,0.9615384615384615,1125.0384615384614,1125.0384615384614,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,included
66d1fdd400acfdbc181f41e0,dual_only,80,5,0.8157894736842105,1323.9736842105262,1323.9736842105262,-0.10464993347690965,-0.8909446432448271,0.6816447762910078,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,phone_dprime_ci_includes_0
66d8b0d36ce7d36e6f850028,dual_only,80,1.25,0.860759493670886,1083.7848101265822,1083.7848101265822,3.3487059847419367,1.9662414246174658,4.731170544866408,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,included
66e8661e0c5e57cda7bf2d39,single_only,80,0,0.825,978.8375,978.8375,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,included
66eb1a41306925cf993d6490,single_only,80,0,0.9375,1193.1875,1193.1875,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,included
6705977e4d70a709a02b2b4f,dual_only,80,10,0.6666666666666666,1326.1805555555557,1326.1805555555557,1.9794309846593612,1.0484836630691703,2.910378306249552,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,included
67164d40becf6c95181afe97,dual_only,80,5,0.9736842105263158,1139.3947368421054,1139.3947368421054,4.084251455759488,2.427925072162002,5.740577839356974,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,included
6717f0ac88d9f27d9b79af31,single_only,80,0,0.9875,882.95,882.95,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,included
671ab0904de8eb7273ae9d42,dual_only,80,16.25,0.5074626865671642,1022.7611940298508,1022.7611940298508,3.241515550084654,1.9099870147596445,4.573044085409664,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,low_heatmap_accuracy_below_49.5_of_80
671bfa2f8751aef24b7d0b3a,dual_only,80,5,0.5131578947368421,793.0526315789473,793.0526315789473,1.7712933122895946,0.6929825859085648,2.8496040386706243,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,low_heatmap_accuracy_below_49.5_of_80
671bfaa7d312fef1ab1d7fa0,single_only,80,2.5,0.8717948717948718,1014.4358974358975,1014.4358974358975,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,included
672970cd30bdfdbdde8824db,single_only,80,0,0.8874999999999998,1056.725,1056.725,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,included
672ca130c5f43c5ed7d5d4b8,single_only,80,1.25,0.9620253164556962,1141.9240506329113,1141.9240506329113,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,included
6780099a3882d9a086755003,single_only,80,0,0.975,1206.425,1206.425,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,included
67a5c89e37476046227e6616,single_only,80,6.25,0.96,1366.56,1366.56,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,included
67a610387d56a92a9e3757a5,single_only,80,2.5,0.9743589743589743,1100.3974358974358,1100.3974358974358,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,included
67a7d4e19fee63cbe222ae02,single_only,80,6.25,0.4533333333333333,921.8266666666666,921.8266666666666,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,low_heatmap_accuracy_below_49.5_of_80
67a8180879799b283e4ae296,single_only,80,12.5,0.6571428571428573,1237.3,1237.3,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,included
67ca0f025ac00bea9d6fa2ff,dual_only,80,26.25,0.5084745762711864,1015.0508474576271,1015.0508474576271,3.0373233969967517,1.8156927418664037,4.2589540521271,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,low_heatmap_accuracy_below_49.5_of_80
67daaf1bd5692a92530dcadb,dual_only,80,13.750000000000002,0.463768115942029,514.0144927536234,514.0144927536234,2.535073265818492,1.2112748872434997,3.858871644393484,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,low_heatmap_accuracy_below_49.5_of_80
67e48f46ac070276b3bc9cfa,single_only,80,2.5,0.43589743589743585,851.1410256410256,851.1410256410256,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,low_heatmap_accuracy_below_49.5_of_80
6932f8200cc88ea0570aabba,single_only,80,0,0.975,960.3625,960.3625,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,included
6933a234773555df88857a03,dual_only,80,1.25,0.9367088607594937,1007.5822784810127,1007.5822784810127,4.1005890619504495,2.4613831719556742,5.739794951945225,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,included
6942a793a0943732e26bc8a2,dual_only,80,7.5,0.5405405405405406,1147.0405405405404,1147.0405405405404,1.210188306348095,0.4449637804234887,1.9754128322727011,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,low_heatmap_accuracy_below_49.5_of_80
695bd68349914a703c6a9e80,dual_only,80,38.75,0.5918367346938775,1310.9795918367347,1310.9795918367347,0.133628374880282,-1.5081192732363715,1.7753760229969355,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,phone_dprime_ci_includes_0;low_heatmap_accuracy_below_49.5_of_80
695f9da1eba3887a2214b9f6,single_only,80,0,1,860.5,860.5,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,included
695fc3adc91e0de4df9e63e8,dual_only,80,6.25,0.4666666666666666,886.9333333333333,886.9333333333333,1.6752716085478812,0.37962806940863025,2.970915147687132,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,low_heatmap_accuracy_below_49.5_of_80
695fce61010f0b6fd2766b0b,single_only,80,1.25,0.9746835443037974,1061.3291139240507,1061.3291139240507,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,included
69606ec5fd842b942ecc6932,single_only,80,1.25,0.9113924050632911,1081.6708860759495,1081.6708860759495,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,included
6966aef7933ed17148cf77d0,single_only,80,1.25,1,980.1518987341772,980.1518987341772,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,included
696a651a32c5d3c0adb0b7cc,dual_only,80,16.25,0.8208955223880597,1254.1791044776119,1254.1791044776119,2.942292650253968,1.6945401121805768,4.1900451883273595,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,included
697ed59824964096e537d7d3,dual_only,80,2.5,0.4871794871794871,509.60256410256414,509.60256410256414,3.318385697245988,1.8493521899862988,4.787419204505678,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,low_heatmap_accuracy_below_49.5_of_80
