participant_id,d_prime,d_prime_ci_low,d_prime_ci_high,d_prime_ci_excludes_zero
58cbd0a55d42920001414dd3,2.62671819972124,1.671896229091828,3.5815401703506518,TRUE
5b4d64a9b8b20a00015a850e,2.838006716868457,1.5043616407312792,4.171651793005635,TRUE
5beccd423b6489000156596f,3.3006377661277426,1.9429833382659596,4.658292193989526,TRUE
5c2d187569ceff00011417de,2.1485505525288944,1.1798641637362115,3.1172369413215772,TRUE
5c309bb410677f0001dda0ed,1.1111745877171726,0.32023132831576895,1.9021178471185762,TRUE
5c3a5a61fc2bdf00017714a2,2.829870912898371,1.4729525923978923,4.18678923339885,TRUE
5d537c0cecc84200153075e9,1.6318625880208057,0.7669219797125039,2.4968031963291075,TRUE
5dcea4c3bc83380fe65dba2a,3.1288795173116606,1.8667120560014905,4.391046978621831,TRUE
5de7d12c26dd95000b6824c5,3.4181634436310473,2.1005829791239723,4.735743908138122,TRUE
5e6685e1ffed4c405a4db5d0,3.2134992113105927,1.9174908330626788,4.509507589558506,TRUE
5e9f3deb12d01a0b806e57b7,3.1344235583169286,1.8433367728956005,4.425510343738257,TRUE
5ecc6ffce3ca77849333e83e,-0.24232735066539624,-1.0935243383821347,0.6088696370513423,FALSE
5f4a4da1575d605c43bef871,0.03833380393586361,-1.6332101990830716,1.7098778069547989,FALSE
5fb156d6e16ee65ed2558d7c,0.8014463190548402,0.005061028066728812,1.5978316100429515,TRUE
6024c18b094ac71dd93f4f5a,3.265392813990128,1.9497924370087076,4.580993190971548,TRUE
604fe822b095421e07e3f93e,3.6784155279310786,2.263879799596797,5.09295125626536,TRUE
60bc8860d04f4ac80d319a5c,-0.19177761558713158,-1.2112346441206248,0.8276794129463616,FALSE
60fcc7651cb27f1770cc7ad2,4.128468803290962,2.4976045259008326,5.759333080681092,TRUE
615e420a23219efe3427a367,3.3917521079809525,2.09440736859319,4.689096847368715,TRUE
61bb396840db417c1a138e3d,0.5736604850744613,-0.23151024504605466,1.3788312151949773,FALSE
652359572fd30ff57dfea7fb,3.0042556978030888,1.7301565187310657,4.278354876875111,TRUE
6544ff9e0fb2eaaf83e2de5c,3.772898861136456,2.4108929324531343,5.134904789819778,TRUE
655e3d32d5562c5520717cfc,2.318699189383026,1.3252224540427178,3.3121759247233347,TRUE
65b549c67c7791499c09f8a2,1.0385566134525746,0.31450808246809614,1.762605144437053,TRUE
65fcab5ed252c205f819b116,2.9402474344619316,1.5743572910339563,4.306137577889907,TRUE
6606f138695c55157b90291c,2.6512916999649585,1.6998072724696591,3.602776127460258,TRUE
663a5fd6be8d75132d5c3e73,3.43462372879236,2.089514792577091,4.779732665007629,TRUE
663cceb7909a43d4d01e0c24,1.912724960893447,0.9800498319946703,2.8454000897922236,TRUE
665f81442e9eb2f969a3a4b1,1.9852645725504001,1.045134130059509,2.9253950150412913,TRUE
6664a1634453306b040667c8,-0.9929965309878319,-2.2945885961562,0.3085955341805362,FALSE
668c2c3b1c453af22c1e1e31,2.8420950450837354,1.5635256295769748,4.120664460590496,TRUE
66a83f244414aaec48b22552,3.1665145395251377,1.7436899816542826,4.589339097395992,TRUE
66b3e078bef7d6dd6c53e015,4.123650741526873,2.4927917773830153,5.754509705670731,TRUE
66d1fdd400acfdbc181f41e0,-0.10464993347690965,-0.8909446432448271,0.6816447762910078,FALSE
66d8b0d36ce7d36e6f850028,3.3487059847419367,1.9662414246174658,4.731170544866408,TRUE
6705977e4d70a709a02b2b4f,1.9794309846593612,1.0484836630691703,2.910378306249552,TRUE
67164d40becf6c95181afe97,4.084251455759488,2.427925072162002,5.740577839356974,TRUE
671ab0904de8eb7273ae9d42,3.241515550084654,1.9099870147596445,4.573044085409664,TRUE
671bfa2f8751aef24b7d0b3a,1.7712933122895946,0.6929825859085648,2.8496040386706243,TRUE
67ca0f025ac00bea9d6fa2ff,3.0373233969967517,1.8156927418664037,4.2589540521271,TRUE
67daaf1bd5692a92530dcadb,2.535073265818492,1.2112748872434997,3.858871644393484,TRUE
6933a234773555df88857a03,4.1005890619504495,2.4613831719556742,5.739794951945225,TRUE
6942a793a0943732e26bc8a2,1.210188306348095,0.4449637804234887,1.9754128322727011,TRUE
695bd68349914a703c6a9e80,0.133628374880282,-1.5081192732363715,1.7753760229969355,FALSE
695fc3adc91e0de4df9e63e8,1.6752716085478812,0.37962806940863025,2.970915147687132,TRUE
696a651a32c5d3c0adb0b7cc,2.942292650253968,1.6945401121805768,4.1900451883273595,TRUE
697ed59824964096e537d7d3,3.318385697245988,1.8493521899862988,4.787419204505678,TRUE
69829bc1224b28f0538900d5,1.1138563105578192,0.2534558993509305,1.974256721764708,TRUE
6983d70423bcb8acb217e6c9,2.159177048790726,1.2685505297308066,3.049803567850645,TRUE
