id,participant_id,response_time,correct,trial_number,stimuli_number,response,heatmap_condition,legend_condition,label_condition,attention,time_when
36387,600c167e28de48080e812884,606,1,41,left-2,left,left-dark,light-up,fewer-up,single,2026-03-14 16:09:06.1040000
36388,69abace8fe8e1c23cb4aae7f,902,1,28,left-6,right,left-dark,light-up,greater-up,single,2026-03-14 16:09:07.7200000
36389,67a5c89e37476046227e6616,1166,1,32,left-0,left,left-dark,dark-up,greater-up,single,2026-03-14 16:09:08.2660000
36390,573b8bc2f3580b0006ce0986,1086,1,40,right-6,right,right-dark,dark-up,greater-up,single,2026-03-14 16:09:07.5350000
36391,600c167e28de48080e812884,587,1,42,right-6,right,right-dark,light-up,fewer-up,single,2026-03-14 16:09:08.1550000
36392,698caa3dd8c53ba869e20089,808,0,35,left-0,left,left-dark,dark-up,fewer-up,single,2026-03-14 16:09:07.8960000
36393,69abace8fe8e1c23cb4aae7f,1230,1,29,left-2,left,left-dark,light-up,fewer-up,single,2026-03-14 16:09:10.0780000
36394,600c167e28de48080e812884,546,0,43,left-1,left,left-dark,dark-up,fewer-up,single,2026-03-14 16:09:09.7220000
36395,573b8bc2f3580b0006ce0986,1154,1,41,right-4,right,right-dark,light-up,fewer-up,single,2026-03-14 16:09:09.8360000
36396,67a5c89e37476046227e6616,1133,1,33,right-6,left,right-dark,light-up,greater-up,single,2026-03-14 16:09:10.7940000
36397,698caa3dd8c53ba869e20089,528,0,36,right-6,right,right-dark,dark-up,fewer-up,single,2026-03-14 16:09:09.8590000
36398,69abace8fe8e1c23cb4aae7f,1296,1,30,left-0,right,left-dark,dark-up,fewer-up,single,2026-03-14 16:09:12.3960000
36399,600c167e28de48080e812884,665,1,44,right-1,right,right-dark,light-up,fewer-up,single,2026-03-14 16:09:11.5940000
36400,698caa3dd8c53ba869e20089,957,1,37,right-9,right,right-dark,light-up,fewer-up,single,2026-03-14 16:09:12.1090000
36401,573b8bc2f3580b0006ce0986,1088,1,42,right-9,left,right-dark,dark-up,fewer-up,single,2026-03-14 16:09:12.3050000
36402,69abace8fe8e1c23cb4aae7f,810,1,31,left-7,left,left-dark,dark-up,greater-up,single,2026-03-14 16:09:14.2610000
36403,67a5c89e37476046227e6616,1378,1,34,left-4,left,left-dark,light-up,fewer-up,single,2026-03-14 16:09:13.3880000
36404,600c167e28de48080e812884,642,0,45,left-4,left,left-dark,dark-up,fewer-up,single,2026-03-14 16:09:13.3860000
36405,698caa3dd8c53ba869e20089,808,1,38,left-0,left,left-dark,light-up,fewer-up,single,2026-03-14 16:09:14.4020000
36406,69abace8fe8e1c23cb4aae7f,1010,1,32,left-3,left,left-dark,dark-up,greater-up,single,2026-03-14 16:09:16.5120000
36407,573b8bc2f3580b0006ce0986,1170,1,43,left-3,left,left-dark,dark-up,greater-up,single,2026-03-14 16:09:14.9140000
36408,600c167e28de48080e812884,777,1,46,right-9,right,right-dark,light-up,fewer-up,single,2026-03-14 16:09:15.2570000
36409,67a5c89e37476046227e6616,1142,1,35,left-8,left,left-dark,dark-up,greater-up,single,2026-03-14 16:09:15.9280000
36410,698caa3dd8c53ba869e20089,665,1,39,right-4,right,right-dark,dark-up,greater-up,single,2026-03-14 16:09:16.1140000
36411,600c167e28de48080e812884,588,0,47,left-2,left,left-dark,dark-up,fewer-up,single,2026-03-14 16:09:16.8740000
36412,573b8bc2f3580b0006ce0986,877,1,44,left-4,right,left-dark,light-up,greater-up,single,2026-03-14 16:09:17.0550000
36413,69abace8fe8e1c23cb4aae7f,1697,1,33,right-1,left,right-dark,dark-up,fewer-up,single,2026-03-14 16:09:19.6430000
36414,600c167e28de48080e812884,509,0,48,left-1,left,left-dark,light-up,greater-up,single,2026-03-14 16:09:18.5290000
36415,67a5c89e37476046227e6616,1696,1,36,right-7,left,right-dark,dark-up,fewer-up,single,2026-03-14 16:09:19.1180000
36416,573b8bc2f3580b0006ce0986,1684,0,45,left-6,left,left-dark,light-up,greater-up,single,2026-03-14 16:09:20.0070000
36417,600c167e28de48080e812884,626,0,49,right-7,right,right-dark,light-up,greater-up,single,2026-03-14 16:09:20.4080000
36418,69abace8fe8e1c23cb4aae7f,1649,1,34,right-7,left,right-dark,dark-up,fewer-up,single,2026-03-14 16:09:22.3960000
36419,67a5c89e37476046227e6616,1252,1,37,right-4,left,right-dark,light-up,greater-up,single,2026-03-14 16:09:21.9340000
36420,600c167e28de48080e812884,581,1,50,left-7,left,left-dark,light-up,fewer-up,single,2026-03-14 16:09:22.2490000
36421,573b8bc2f3580b0006ce0986,866,1,46,left-1,right,left-dark,light-up,greater-up,single,2026-03-14 16:09:22.3540000
36422,698caa3dd8c53ba869e20089,880,0,40,left-4,left,left-dark,dark-up,fewer-up,single,2026-03-14 16:09:22.5560000
36423,69abace8fe8e1c23cb4aae7f,958,1,35,right-3,left,right-dark,light-up,greater-up,single,2026-03-14 16:09:24.6710000
36424,67a5c89e37476046227e6616,1207,1,38,left-3,left,left-dark,dark-up,greater-up,single,2026-03-14 16:09:24.4460000
36425,600c167e28de48080e812884,568,0,51,left-0,left,left-dark,dark-up,fewer-up,single,2026-03-14 16:09:24.0020000
36426,698caa3dd8c53ba869e20089,732,1,41,left-5,right,left-dark,dark-up,fewer-up,single,2026-03-14 16:09:24.4200000
36427,573b8bc2f3580b0006ce0986,1279,1,47,right-5,left,right-dark,light-up,greater-up,single,2026-03-14 16:09:25.0210000
36428,600c167e28de48080e812884,518,1,52,right-5,right,right-dark,dark-up,greater-up,single,2026-03-14 16:09:25.8570000
36429,69abace8fe8e1c23cb4aae7f,1429,1,36,left-3,left,left-dark,light-up,fewer-up,single,2026-03-14 16:09:27.6160000
36430,67a5c89e37476046227e6616,1038,1,39,right-5,right,right-dark,dark-up,greater-up,single,2026-03-14 16:09:27.0360000
36431,698caa3dd8c53ba869e20089,749,1,42,right-5,right,right-dark,light-up,fewer-up,single,2026-03-14 16:09:26.3310000
