participant_id,response_time,correct,trial_number,stimuli_number,response,heatmap_condition,legend_condition,label_condition,attention,time_when
664287debe4750708ea0ecf7,1227,0,38,right-9,left,right-dark,light-up,fewer-up,single,25:53.8
696a651a32c5d3c0adb0b7cc,1152,1,1,right-2,right,right-dark,dark-up,greater-up,dual,25:53.7
5cb67a7ab73e8a001507fae5,604,0,40,right-4,right,right-dark,dark-up,fewer-up,single,25:55.1
672970cd30bdfdbdde8824db,881,1,51,right-0,left,right-dark,dark-up,fewer-up,single,25:57.7
662f8a3bc02a7f164555439a,674,0,14,left-1,left,left-dark,light-up,greater-up,single,25:53.5
60859f820e5009a67adb3921,924,0,9,right-1,left,right-dark,dark-up,greater-up,single,25:55.0
699a5875c790d6761693816a,1258,1,39,right-9,left,right-dark,dark-up,fewer-up,single,24:38.7
664287debe4750708ea0ecf7,741,0,39,left-9,left,left-dark,dark-up,fewer-up,single,25:55.7
696a651a32c5d3c0adb0b7cc,1346,1,2,left-5,left,left-dark,light-up,fewer-up,dual,25:56.4
672970cd30bdfdbdde8824db,935,1,52,right-6,left,right-dark,dark-up,fewer-up,single,25:59.7
5cb67a7ab73e8a001507fae5,1136,0,41,left-1,left,left-dark,dark-up,fewer-up,single,25:57.3
662f8a3bc02a7f164555439a,1229,0,15,left-9,left,left-dark,dark-up,fewer-up,single,25:56.0
60859f820e5009a67adb3921,1146,1,10,right-5,left,right-dark,dark-up,fewer-up,single,25:57.3
672970cd30bdfdbdde8824db,877,1,53,right-4,left,right-dark,dark-up,fewer-up,single,26:01.7
5cb67a7ab73e8a001507fae5,630,1,42,left-3,right,left-dark,light-up,greater-up,single,25:59.4
696a651a32c5d3c0adb0b7cc,1493,1,3,left-8,left,left-dark,light-up,fewer-up,dual,25:59.0
662f8a3bc02a7f164555439a,1134,1,16,left-0,left,left-dark,dark-up,greater-up,single,25:58.3
60859f820e5009a67adb3921,1123,0,11,left-3,right,left-dark,light-up,fewer-up,single,25:59.8
5cb67a7ab73e8a001507fae5,723,0,43,right-5,right,right-dark,dark-up,fewer-up,single,26:01.2
699a5875c790d6761693816a,1477,1,40,right-8,left,right-dark,dark-up,fewer-up,single,24:44.3
672970cd30bdfdbdde8824db,1190,1,54,left-4,left,left-dark,dark-up,greater-up,single,26:04.3
664287debe4750708ea0ecf7,1560,0,40,right-5,right,right-dark,dark-up,fewer-up,single,26:01.2
696a651a32c5d3c0adb0b7cc,1169,1,4,right-1,right,right-dark,light-up,fewer-up,dual,26:01.5
60859f820e5009a67adb3921,1187,1,12,right-0,left,right-dark,dark-up,fewer-up,single,26:02.1
662f8a3bc02a7f164555439a,925,0,17,right-2,right,right-dark,light-up,greater-up,single,26:00.8
5cb67a7ab73e8a001507fae5,706,1,44,right-1,left,right-dark,light-up,greater-up,single,26:03.4
664287debe4750708ea0ecf7,831,0,41,left-9,left,left-dark,light-up,greater-up,single,26:03.2
699a5875c790d6761693816a,1172,1,41,left-3,right,left-dark,dark-up,fewer-up,single,24:46.5
672970cd30bdfdbdde8824db,1020,1,55,right-5,right,right-dark,light-up,fewer-up,single,26:06.4
696a651a32c5d3c0adb0b7cc,753,1,5,left-0,left,left-dark,dark-up,greater-up,dual,26:03.8
5cb67a7ab73e8a001507fae5,698,1,45,left-4,left,left-dark,light-up,fewer-up,single,26:05.3
662f8a3bc02a7f164555439a,814,0,18,right-4,right,right-dark,light-up,greater-up,single,26:03.1
60859f820e5009a67adb3921,999,0,13,right-6,right,right-dark,light-up,greater-up,single,26:04.5
664287debe4750708ea0ecf7,918,0,42,right-0,left,right-dark,light-up,fewer-up,single,26:05.5
672970cd30bdfdbdde8824db,1041,1,56,left-6,left,left-dark,light-up,fewer-up,single,26:08.6
699a5875c790d6761693816a,1360,1,42,left-2,left,left-dark,light-up,fewer-up,single,24:49.1
60859f820e5009a67adb3921,320,1,14,left-5,left,left-dark,dark-up,greater-up,single,26:06.0
696a651a32c5d3c0adb0b7cc,NULL,0,6,left-3,none,left-dark,dark-up,greater-up,dual,26:06.3
5cb67a7ab73e8a001507fae5,819,0,46,left-6,left,left-dark,dark-up,fewer-up,single,26:07.5
662f8a3bc02a7f164555439a,1135,0,19,left-3,left,left-dark,light-up,greater-up,single,26:05.4
664287debe4750708ea0ecf7,692,1,43,right-4,right,right-dark,light-up,fewer-up,single,26:07.2
672970cd30bdfdbdde8824db,884,1,57,right-6,right,right-dark,dark-up,greater-up,single,26:10.7
60859f820e5009a67adb3921,732,0,15,left-6,left,left-dark,light-up,greater-up,single,26:07.8
699a5875c790d6761693816a,1190,1,43,right-7,right,right-dark,light-up,fewer-up,single,24:51.4
5cb67a7ab73e8a001507fae5,418,1,47,right-2,right,right-dark,light-up,fewer-up,single,26:09.3
696a651a32c5d3c0adb0b7cc,675,1,7,right-0,right,right-dark,light-up,fewer-up,dual,26:08.7
664287debe4750708ea0ecf7,829,0,44,left-2,left,left-dark,dark-up,fewer-up,single,26:09.5
60859f820e5009a67adb3921,885,0,16,right-7,left,right-dark,dark-up,greater-up,single,26:10.0
672970cd30bdfdbdde8824db,1505,1,58,right-5,left,right-dark,light-up,greater-up,single,26:13.4
699a5875c790d6761693816a,1017,1,44,left-8,left,left-dark,light-up,fewer-up,single,24:53.8
5cb67a7ab73e8a001507fae5,914,1,48,right-0,left,right-dark,dark-up,fewer-up,single,26:11.7
696a651a32c5d3c0adb0b7cc,1729,0,8,left-0,left,left-dark,light-up,greater-up,dual,26:11.4
60859f820e5009a67adb3921,759,1,17,left-9,right,left-dark,dark-up,fewer-up,single,26:11.8
664287debe4750708ea0ecf7,1175,1,45,left-7,left,left-dark,dark-up,greater-up,single,26:12.2
672970cd30bdfdbdde8824db,808,1,59,right-8,left,right-dark,light-up,greater-up,single,26:15.3
5cb67a7ab73e8a001507fae5,959,0,49,left-0,left,left-dark,dark-up,fewer-up,single,26:13.9
699a5875c790d6761693816a,1521,0,45,right-0,right,right-dark,dark-up,fewer-up,single,24:56.6
664287debe4750708ea0ecf7,790,1,46,left-4,left,left-dark,dark-up,greater-up,single,26:14.1
60859f820e5009a67adb3921,690,1,18,right-6,right,right-dark,light-up,fewer-up,single,26:13.8
696a651a32c5d3c0adb0b7cc,1410,1,9,right-0,left,right-dark,light-up,greater-up,dual,26:14.3
5cb67a7ab73e8a001507fae5,614,1,50,left-7,left,left-dark,dark-up,greater-up,single,26:15.6
699a5875c790d6761693816a,1208,1,46,right-2,left,right-dark,dark-up,fewer-up,single,24:59.0
664287debe4750708ea0ecf7,855,0,47,right-4,right,right-dark,dark-up,fewer-up,single,26:16.1
5cb67a7ab73e8a001507fae5,484,0,51,left-1,right,left-dark,dark-up,greater-up,single,26:17.2
60859f820e5009a67adb3921,914,0,19,left-1,right,left-dark,light-up,fewer-up,single,26:16.4
672970cd30bdfdbdde8824db,944,1,60,left-5,left,left-dark,dark-up,greater-up,single,26:20.0
696a651a32c5d3c0adb0b7cc,1365,1,10,left-9,left,left-dark,dark-up,greater-up,dual,26:17.1
664287debe4750708ea0ecf7,884,1,48,right-5,right,right-dark,dark-up,greater-up,single,26:18.4
5cb67a7ab73e8a001507fae5,514,0,52,right-9,right,right-dark,dark-up,fewer-up,single,26:19.0
699a5875c790d6761693816a,1379,1,47,left-0,right,left-dark,dark-up,fewer-up,single,25:01.6
672970cd30bdfdbdde8824db,726,1,61,left-6,left,left-dark,dark-up,greater-up,single,26:21.9
696a651a32c5d3c0adb0b7cc,1142,0,11,right-2,left,right-dark,light-up,fewer-up,dual,26:19.6
5cb67a7ab73e8a001507fae5,590,0,53,right-1,right,right-dark,dark-up,fewer-up,single,26:20.7
664287debe4750708ea0ecf7,775,1,49,right-2,left,right-dark,light-up,greater-up,single,26:20.4
699a5875c790d6761693816a,1252,0,48,left-4,left,left-dark,light-up,greater-up,single,25:04.0
672970cd30bdfdbdde8824db,1087,1,62,left-2,left,left-dark,light-up,fewer-up,single,26:24.3
5cb67a7ab73e8a001507fae5,594,1,54,right-0,right,right-dark,light-up,fewer-up,single,26:22.8
60859f820e5009a67adb3921,815,0,20,right-2,right,right-dark,light-up,greater-up,single,26:22.0
664287debe4750708ea0ecf7,967,1,50,left-2,left,left-dark,light-up,fewer-up,single,26:22.8
696a651a32c5d3c0adb0b7cc,1665,1,12,right-5,left,right-dark,light-up,greater-up,dual,26:22.8
699a5875c790d6761693816a,1443,1,49,right-2,right,right-dark,light-up,fewer-up,single,25:06.4
672970cd30bdfdbdde8824db,787,1,63,left-3,left,left-dark,dark-up,greater-up,single,26:26.3
5cb67a7ab73e8a001507fae5,492,1,55,right-7,right,right-dark,light-up,fewer-up,single,26:24.8
60859f820e5009a67adb3921,719,1,21,right-3,left,right-dark,light-up,greater-up,single,26:24.1
664287debe4750708ea0ecf7,1001,0,51,right-9,right,right-dark,dark-up,fewer-up,single,26:25.2
696a651a32c5d3c0adb0b7cc,1119,0,13,right-3,right,right-dark,dark-up,fewer-up,dual,26:25.3
672970cd30bdfdbdde8824db,915,1,64,right-1,left,right-dark,dark-up,fewer-up,single,26:28.6
5cb67a7ab73e8a001507fae5,502,1,56,left-1,left,left-dark,light-up,fewer-up,single,26:26.5
699a5875c790d6761693816a,1558,1,50,left-9,left,left-dark,light-up,fewer-up,single,25:09.1
60859f820e5009a67adb3921,558,1,22,left-0,right,left-dark,dark-up,fewer-up,single,26:26.2
664287debe4750708ea0ecf7,784,1,52,left-5,left,left-dark,light-up,fewer-up,single,26:27.0
672970cd30bdfdbdde8824db,882,1,65,left-1,right,left-dark,light-up,greater-up,single,26:30.5
5cb67a7ab73e8a001507fae5,459,0,57,right-6,left,right-dark,light-up,fewer-up,single,26:28.2
696a651a32c5d3c0adb0b7cc,1114,1,14,right-7,left,right-dark,light-up,greater-up,dual,26:27.9
699a5875c790d6761693816a,1322,1,51,left-1,right,left-dark,light-up,greater-up,single,25:11.8
60859f820e5009a67adb3921,894,0,23,left-1,left,left-dark,dark-up,fewer-up,single,26:28.6
664287debe4750708ea0ecf7,764,0,53,left-5,left,left-dark,light-up,greater-up,single,26:29.2
5cb67a7ab73e8a001507fae5,572,0,58,left-9,left,left-dark,light-up,greater-up,single,26:30.3
672970cd30bdfdbdde8824db,1102,1,66,left-6,right,left-dark,dark-up,fewer-up,single,26:33.1
60859f820e5009a67adb3921,576,1,24,right-0,right,right-dark,dark-up,greater-up,single,26:30.3
699a5875c790d6761693816a,1503,1,52,right-1,right,right-dark,dark-up,greater-up,single,25:14.5
696a651a32c5d3c0adb0b7cc,1656,1,15,left-2,left,left-dark,light-up,fewer-up,dual,26:31.1
5cb67a7ab73e8a001507fae5,520,1,59,right-7,left,right-dark,light-up,greater-up,single,26:32.2
664287debe4750708ea0ecf7,1161,1,54,left-0,right,left-dark,light-up,greater-up,single,26:31.9
60859f820e5009a67adb3921,560,0,25,right-4,right,right-dark,light-up,greater-up,single,26:32.1
672970cd30bdfdbdde8824db,1110,1,67,right-0,right,right-dark,light-up,fewer-up,single,26:35.6
696a651a32c5d3c0adb0b7cc,NULL,0,16,left-2,none,left-dark,dark-up,greater-up,dual,26:33.4
699a5875c790d6761693816a,1275,1,53,right-3,left,right-dark,light-up,greater-up,single,25:17.2
664287debe4750708ea0ecf7,1089,0,55,right-8,left,right-dark,light-up,fewer-up,single,26:34.2
60859f820e5009a67adb3921,1002,1,26,left-1,left,left-dark,dark-up,greater-up,single,26:34.2
672970cd30bdfdbdde8824db,1109,1,68,right-0,right,right-dark,dark-up,greater-up,single,26:37.9
60859f820e5009a67adb3921,573,1,27,right-6,left,right-dark,dark-up,fewer-up,single,26:36.1
5cb67a7ab73e8a001507fae5,581,0,60,left-5,left,left-dark,light-up,greater-up,single,26:37.3
696a651a32c5d3c0adb0b7cc,1050,1,17,left-2,right,left-dark,dark-up,fewer-up,dual,26:36.4
699a5875c790d6761693816a,1722,1,54,right-5,right,right-dark,dark-up,greater-up,single,25:20.1
664287debe4750708ea0ecf7,1207,0,56,left-1,right,left-dark,dark-up,greater-up,single,26:36.9
672970cd30bdfdbdde8824db,1150,1,69,right-1,right,right-dark,light-up,fewer-up,single,26:40.1
60859f820e5009a67adb3921,683,0,28,right-9,left,right-dark,light-up,fewer-up,single,26:38.2
5cb67a7ab73e8a001507fae5,753,1,61,left-9,right,left-dark,dark-up,fewer-up,single,26:39.3
696a651a32c5d3c0adb0b7cc,NULL,0,18,left-1,none,left-dark,dark-up,fewer-up,dual,26:38.9
699a5875c790d6761693816a,1120,1,55,left-4,left,left-dark,light-up,fewer-up,single,25:22.5
664287debe4750708ea0ecf7,897,0,57,left-6,left,left-dark,dark-up,fewer-up,single,26:39.2
672970cd30bdfdbdde8824db,1287,1,70,left-8,left,left-dark,light-up,fewer-up,single,26:42.8
60859f820e5009a67adb3921,601,1,29,left-9,right,left-dark,light-up,greater-up,single,26:39.8
5cb67a7ab73e8a001507fae5,854,1,62,left-4,right,left-dark,dark-up,fewer-up,single,26:41.4
699a5875c790d6761693816a,1061,1,56,right-0,right,right-dark,dark-up,greater-up,single,25:25.0
664287debe4750708ea0ecf7,1100,1,58,right-7,left,right-dark,light-up,greater-up,single,26:41.9
672970cd30bdfdbdde8824db,908,1,71,left-8,left,left-dark,dark-up,greater-up,single,26:45.1
60859f820e5009a67adb3921,398,1,30,left-1,right,left-dark,light-up,greater-up,single,26:41.8
696a651a32c5d3c0adb0b7cc,1191,0,19,left-9,left,left-dark,dark-up,fewer-up,dual,26:42.0
5cb67a7ab73e8a001507fae5,904,1,63,left-5,right,left-dark,dark-up,fewer-up,single,26:43.6
60859f820e5009a67adb3921,500,1,31,right-3,right,right-dark,light-up,fewer-up,single,26:43.8
664287debe4750708ea0ecf7,883,0,59,right-8,right,right-dark,dark-up,fewer-up,single,26:44.2
699a5875c790d6761693816a,1468,1,57,right-6,left,right-dark,dark-up,fewer-up,single,25:27.7
672970cd30bdfdbdde8824db,1061,1,72,left-8,right,left-dark,light-up,greater-up,single,26:47.6
5cb67a7ab73e8a001507fae5,588,1,64,right-8,left,right-dark,light-up,greater-up,single,26:45.6
60859f820e5009a67adb3921,679,1,32,left-7,left,left-dark,dark-up,greater-up,single,26:45.7
5cb67a7ab73e8a001507fae5,771,0,65,right-0,left,right-dark,dark-up,greater-up,single,26:47.4
672970cd30bdfdbdde8824db,1313,1,73,left-4,left,left-dark,light-up,fewer-up,single,26:50.2
699a5875c790d6761693816a,1530,1,58,left-2,right,left-dark,dark-up,fewer-up,single,25:30.7
60859f820e5009a67adb3921,597,0,33,left-3,left,left-dark,light-up,greater-up,single,26:47.6
5cb67a7ab73e8a001507fae5,843,1,66,right-4,left,right-dark,light-up,greater-up,single,26:49.4
664287debe4750708ea0ecf7,1439,1,60,right-3,right,right-dark,dark-up,greater-up,single,26:49.1
672970cd30bdfdbdde8824db,982,1,74,left-4,right,left-dark,light-up,greater-up,single,26:52.7
60859f820e5009a67adb3921,478,0,34,right-9,right,right-dark,dark-up,fewer-up,single,26:49.4
699a5875c790d6761693816a,1285,1,59,right-9,right,right-dark,light-up,fewer-up,single,25:33.3
5cb67a7ab73e8a001507fae5,957,0,67,left-2,right,left-dark,dark-up,greater-up,single,26:51.8
664287debe4750708ea0ecf7,961,0,61,left-5,left,left-dark,dark-up,fewer-up,single,26:51.4
60859f820e5009a67adb3921,607,1,35,right-7,left,right-dark,dark-up,fewer-up,single,26:51.4
672970cd30bdfdbdde8824db,1066,1,75,left-3,left,left-dark,light-up,fewer-up,single,26:55.0
5cb67a7ab73e8a001507fae5,767,0,68,left-0,right,left-dark,light-up,fewer-up,single,26:54.0
60859f820e5009a67adb3921,700,1,36,right-1,left,right-dark,dark-up,fewer-up,single,26:53.1
672970cd30bdfdbdde8824db,1172,1,76,right-7,right,right-dark,light-up,fewer-up,single,26:57.2
664287debe4750708ea0ecf7,1329,0,62,left-4,right,left-dark,light-up,fewer-up,single,26:54.2
699a5875c790d6761693816a,1294,0,60,left-6,right,left-dark,light-up,fewer-up,single,25:38.2
60859f820e5009a67adb3921,701,0,37,right-2,left,right-dark,dark-up,greater-up,single,26:55.0
5cb67a7ab73e8a001507fae5,740,1,69,right-3,right,right-dark,light-up,fewer-up,single,26:56.2
664287debe4750708ea0ecf7,818,0,63,left-6,left,left-dark,light-up,greater-up,single,26:56.1
672970cd30bdfdbdde8824db,1136,1,77,left-1,right,left-dark,dark-up,fewer-up,single,26:59.5
60859f820e5009a67adb3921,651,1,38,right-8,left,right-dark,dark-up,fewer-up,single,26:56.8
699a5875c790d6761693816a,989,1,61,right-4,left,right-dark,dark-up,fewer-up,single,25:40.6
5cb67a7ab73e8a001507fae5,1071,0,70,left-5,right,left-dark,light-up,fewer-up,single,26:58.7
664287debe4750708ea0ecf7,753,0,64,right-1,left,right-dark,light-up,fewer-up,single,26:58.2
672970cd30bdfdbdde8824db,1162,1,78,right-3,right,right-dark,light-up,fewer-up,single,27:02.1
60859f820e5009a67adb3921,584,0,39,left-5,right,left-dark,light-up,fewer-up,single,26:58.8
699a5875c790d6761693816a,1127,1,62,left-3,right,left-dark,light-up,greater-up,single,25:43.2
664287debe4750708ea0ecf7,312,0,65,right-3,left,right-dark,light-up,fewer-up,single,27:00.0
5cb67a7ab73e8a001507fae5,622,0,71,right-0,right,right-dark,light-up,greater-up,single,27:00.7
662f8a3bc02a7f164555439a,943,0,20,right-5,left,right-dark,dark-up,greater-up,single,26:59.3
672970cd30bdfdbdde8824db,1026,1,79,right-2,right,right-dark,light-up,fewer-up,single,27:04.5
664287debe4750708ea0ecf7,382,1,66,right-0,left,right-dark,light-up,greater-up,single,27:01.5
5cb67a7ab73e8a001507fae5,445,0,72,left-2,left,left-dark,dark-up,fewer-up,single,27:02.3
699a5875c790d6761693816a,1451,1,63,right-4,right,right-dark,light-up,fewer-up,single,25:45.7
5cb67a7ab73e8a001507fae5,396,1,73,left-4,left,left-dark,dark-up,greater-up,single,27:04.0
662f8a3bc02a7f164555439a,1360,1,21,left-9,left,left-dark,light-up,fewer-up,single,27:01.7
664287debe4750708ea0ecf7,643,1,67,left-0,right,left-dark,dark-up,fewer-up,single,27:03.7
699a5875c790d6761693816a,1163,1,64,right-3,right,right-dark,dark-up,greater-up,single,25:48.2
60859f820e5009a67adb3921,971,0,40,right-4,left,right-dark,light-up,fewer-up,single,27:04.9
664287debe4750708ea0ecf7,664,1,68,right-3,left,right-dark,light-up,greater-up,single,27:05.4
5cb67a7ab73e8a001507fae5,1030,0,74,right-7,left,right-dark,dark-up,greater-up,single,27:06.2
662f8a3bc02a7f164555439a,681,0,22,right-9,right,right-dark,light-up,greater-up,single,27:03.9
60859f820e5009a67adb3921,337,1,41,right-6,right,right-dark,dark-up,greater-up,single,27:06.6
699a5875c790d6761693816a,1106,1,65,left-7,right,left-dark,dark-up,fewer-up,single,25:50.8
5cb67a7ab73e8a001507fae5,675,0,75,right-1,left,right-dark,light-up,fewer-up,single,27:08.3
664287debe4750708ea0ecf7,843,1,69,right-9,left,right-dark,light-up,greater-up,single,27:07.7
662f8a3bc02a7f164555439a,1052,1,23,left-0,right,left-dark,light-up,greater-up,single,27:06.4
60859f820e5009a67adb3921,761,0,42,left-3,left,left-dark,dark-up,fewer-up,single,27:08.7
664287debe4750708ea0ecf7,748,0,70,left-7,right,left-dark,light-up,fewer-up,single,27:09.7
5cb67a7ab73e8a001507fae5,899,1,76,left-9,left,left-dark,dark-up,greater-up,single,27:10.4
699a5875c790d6761693816a,1164,1,66,right-1,right,right-dark,light-up,fewer-up,single,25:53.4
662f8a3bc02a7f164555439a,1197,1,24,right-7,left,right-dark,dark-up,fewer-up,single,27:08.8
60859f820e5009a67adb3921,419,1,43,left-4,right,left-dark,dark-up,fewer-up,single,27:10.7
5cb67a7ab73e8a001507fae5,452,1,77,right-5,right,right-dark,light-up,fewer-up,single,27:12.4
699a5875c790d6761693816a,842,1,67,left-8,left,left-dark,dark-up,greater-up,single,25:55.4
664287debe4750708ea0ecf7,1282,1,71,left-3,left,left-dark,dark-up,greater-up,single,27:12.3
662f8a3bc02a7f164555439a,784,0,25,right-1,right,right-dark,dark-up,fewer-up,single,27:10.9
60859f820e5009a67adb3921,856,1,44,right-5,right,right-dark,light-up,fewer-up,single,27:12.7
5cb67a7ab73e8a001507fae5,1088,0,78,left-9,right,left-dark,light-up,fewer-up,single,27:14.7
662f8a3bc02a7f164555439a,727,0,26,right-9,left,right-dark,light-up,fewer-up,single,27:12.9
664287debe4750708ea0ecf7,1042,0,72,left-9,right,left-dark,light-up,fewer-up,single,27:14.7
699a5875c790d6761693816a,1207,1,68,left-6,right,left-dark,dark-up,fewer-up,single,25:58.0
696a651a32c5d3c0adb0b7cc,964,1,20,left-5,left,left-dark,dark-up,greater-up,dual,27:14.5
60859f820e5009a67adb3921,577,1,45,right-4,left,right-dark,dark-up,fewer-up,single,27:14.5
668c2c3b1c453af22c1e1e31,1514,0,0,left-8,left,left-dark,light-up,greater-up,dual,27:14.7
5cb67a7ab73e8a001507fae5,931,1,79,left-1,right,left-dark,light-up,greater-up,single,27:16.7
60859f820e5009a67adb3921,523,1,46,left-2,left,left-dark,light-up,fewer-up,single,27:16.4
662f8a3bc02a7f164555439a,909,0,27,left-7,right,left-dark,dark-up,greater-up,single,27:15.1
664287debe4750708ea0ecf7,1263,0,73,left-1,left,left-dark,light-up,greater-up,single,27:17.3
696a651a32c5d3c0adb0b7cc,1136,0,21,right-7,right,right-dark,dark-up,fewer-up,dual,27:17.1
699a5875c790d6761693816a,1398,1,69,right-6,right,right-dark,light-up,fewer-up,single,26:00.6
668c2c3b1c453af22c1e1e31,1320,1,1,right-4,left,right-dark,light-up,greater-up,dual,27:17.2
60859f820e5009a67adb3921,533,0,47,left-7,left,left-dark,dark-up,fewer-up,single,27:18.3
662f8a3bc02a7f164555439a,637,0,28,right-1,right,right-dark,light-up,greater-up,single,27:17.1
664287debe4750708ea0ecf7,860,1,74,right-2,right,right-dark,dark-up,greater-up,single,27:19.6
696a651a32c5d3c0adb0b7cc,1112,1,22,left-6,right,left-dark,light-up,greater-up,dual,27:19.4
699a5875c790d6761693816a,1299,1,70,left-3,left,left-dark,light-up,fewer-up,single,26:03.1
668c2c3b1c453af22c1e1e31,1264,1,2,right-1,right,right-dark,dark-up,greater-up,dual,27:19.7
60859f820e5009a67adb3921,531,0,48,right-9,right,right-dark,light-up,greater-up,single,27:20.3
662f8a3bc02a7f164555439a,853,1,29,left-5,right,left-dark,light-up,greater-up,single,27:19.2
664287debe4750708ea0ecf7,783,0,75,left-4,left,left-dark,dark-up,fewer-up,single,27:21.8
